movie_title,genre_type
You've Got Mail,Comedy
You've Got Mail,Drama
You've Got Mail,Romance
Step Brothers,Comedy
The Mask of Zorro,Action
The Mask of Zorro,Adventure
The Mask of Zorro,Comedy
The Mask of Zorro,Romance
The Mask of Zorro,Thriller
The Mask of Zorro,Western
Due Date,Comedy
Due Date,Drama
Unbroken,Biography
Unbroken,Drama
Unbroken,Sport
Unbroken,War
Space Cowboys,Action
Space Cowboys,Adventure
Space Cowboys,Thriller
Cliffhanger,Action
Cliffhanger,Adventure
Cliffhanger,Thriller
Broken Arrow,Action
Broken Arrow,Crime
Broken Arrow,Thriller
The Kid,Comedy
The Kid,Family
The Kid,Fantasy
World Trade Center,Drama
World Trade Center,History
World Trade Center,Thriller
Mona Lisa Smile,Drama
The Dictator,Comedy
The Dictator,Romance
Eyes Wide Shut,Drama
Eyes Wide Shut,Mystery
Eyes Wide Shut,Thriller
Annie,Comedy
Annie,Drama
Annie,Family
Annie,Musical
Focus,Comedy
Focus,Crime
Focus,Drama
Focus,Romance
This Means War,Action
This Means War,Comedy
This Means War,Romance
Blade: Trinity,Action
Blade: Trinity,Adventure
Blade: Trinity,Fantasy
Blade: Trinity,Horror
Blade: Trinity,Sci-Fi
Blade: Trinity,Thriller
Red Dawn,Action
Red Dawn,Drama
Red Dawn,War
Primary Colors,Comedy
Primary Colors,Drama
Resident Evil: Retribution,Action
Resident Evil: Retribution,Horror
Resident Evil: Retribution,Sci-Fi
Resident Evil: Retribution,Thriller
Death Race,Action
Death Race,Sci-Fi
Death Race,Thriller
The Long Kiss Goodnight,Action
The Long Kiss Goodnight,Crime
The Long Kiss Goodnight,Drama
The Long Kiss Goodnight,Mystery
The Long Kiss Goodnight,Thriller
Proof of Life,Action
Proof of Life,Drama
Proof of Life,Thriller
Zathura: A Space Adventure,Action
Zathura: A Space Adventure,Adventure
Zathura: A Space Adventure,Comedy
Zathura: A Space Adventure,Family
Zathura: A Space Adventure,Fantasy
Zathura: A Space Adventure,Sci-Fi
Fight Club,Drama
We Are Marshall,Drama
We Are Marshall,Sport
Hudson Hawk,Action
Hudson Hawk,Adventure
Hudson Hawk,Comedy
Lucky Numbers,Comedy
Lucky Numbers,Crime
"I, Frankenstein",Action
"I, Frankenstein",Fantasy
"I, Frankenstein",Sci-Fi
"I, Frankenstein",Thriller
Oliver Twist,Crime
Oliver Twist,Drama
Elektra,Action
Elektra,Crime
Elektra,Fantasy
Elektra,Thriller
Sin City: A Dame to Kill For,Action
Sin City: A Dame to Kill For,Crime
Sin City: A Dame to Kill For,Thriller
Random Hearts,Drama
Random Hearts,Mystery
Random Hearts,Romance
Everest,Adventure
Everest,Biography
Everest,Drama
Everest,History
Everest,Sport
Everest,Thriller
Perfume: The Story of a Murderer,Crime
Perfume: The Story of a Murderer,Drama
Perfume: The Story of a Murderer,Fantasy
Austin Powers in Goldmember,Action
Austin Powers in Goldmember,Comedy
Austin Powers in Goldmember,Crime
Astro Boy,Action
Astro Boy,Animation
Astro Boy,Comedy
Astro Boy,Family
Astro Boy,Sci-Fi
Jurassic Park,Adventure
Jurassic Park,Sci-Fi
Jurassic Park,Thriller
Wyatt Earp,Adventure
Wyatt Earp,Biography
Wyatt Earp,Crime
Wyatt Earp,Drama
Wyatt Earp,Western
Clear and Present Danger,Action
Clear and Present Danger,Crime
Clear and Present Danger,Drama
Clear and Present Danger,Thriller
Dragon Blade,Action
Dragon Blade,Adventure
Dragon Blade,Drama
Dragon Blade,History
Littleman,Comedy
Littleman,Crime
U-571,Action
U-571,War
The American President,Comedy
The American President,Drama
The American President,Romance
The Love Guru,Comedy
The Love Guru,Romance
The Love Guru,Sport
3000 Miles to Graceland,Action
3000 Miles to Graceland,Comedy
3000 Miles to Graceland,Crime
3000 Miles to Graceland,Thriller
The Hateful Eight,Crime
The Hateful Eight,Drama
The Hateful Eight,Mystery
The Hateful Eight,Thriller
The Hateful Eight,Western
Blades of Glory,Comedy
Blades of Glory,Sport
Hop,Adventure
Hop,Animation
Hop,Comedy
Hop,Family
Hop,Fantasy
300,Action
300,Drama
300,Fantasy
300,War
Meet the Fockers,Comedy
Meet the Fockers,Romance
Marley & Me,Comedy
Marley & Me,Drama
Marley & Me,Family
The Green Mile,Crime
The Green Mile,Drama
The Green Mile,Fantasy
The Green Mile,Mystery
Wild Hogs,Action
Wild Hogs,Adventure
Wild Hogs,Comedy
Chicken Little,Adventure
Chicken Little,Animation
Chicken Little,Comedy
Chicken Little,Family
Chicken Little,Sci-Fi
Gone Girl,Crime
Gone Girl,Drama
Gone Girl,Mystery
Gone Girl,Thriller
The Bourne Identity,Action
The Bourne Identity,Mystery
The Bourne Identity,Thriller
GoldenEye,Action
GoldenEye,Adventure
GoldenEye,Thriller
The General's Daughter,Drama
The General's Daughter,Mystery
The General's Daughter,Thriller
The Truman Show,Comedy
The Truman Show,Drama
The Truman Show,Sci-Fi
The Prince of Egypt,Adventure
The Prince of Egypt,Animation
The Prince of Egypt,Biography
The Prince of Egypt,Drama
The Prince of Egypt,Family
The Prince of Egypt,Fantasy
The Prince of Egypt,Musical
Daddy Day Care,Comedy
Daddy Day Care,Family
2 Guns,Action
2 Guns,Comedy
2 Guns,Crime
2 Guns,Drama
2 Guns,Thriller
Cats & Dogs,Action
Cats & Dogs,Comedy
Cats & Dogs,Family
Cats & Dogs,Fantasy
The Italian Job,Action
The Italian Job,Crime
The Italian Job,Thriller
Two Weeks Notice,Comedy
Two Weeks Notice,Romance
Antz,Adventure
Antz,Animation
Antz,Comedy
Antz,Family
Couples Retreat,Comedy
Days of Thunder,Action
Days of Thunder,Drama
Days of Thunder,Sport
Cheaper by the Dozen 2,Adventure
Cheaper by the Dozen 2,Comedy
Cheaper by the Dozen 2,Family
The Scorch Trials,Action
The Scorch Trials,Sci-Fi
The Scorch Trials,Thriller
Eat Pray Love,Drama
Eat Pray Love,Romance
The Family Man,Comedy
The Family Man,Drama
The Family Man,Fantasy
The Family Man,Romance
RED,Action
RED,Comedy
RED,Crime
RED,Thriller
Any Given Sunday,Drama
Any Given Sunday,Sport
The Horse Whisperer,Drama
The Horse Whisperer,Romance
The Horse Whisperer,Western
Collateral,Crime
Collateral,Drama
Collateral,Thriller
The Scorpion King,Action
The Scorpion King,Adventure
The Scorpion King,Fantasy
The Scorpion King,Thriller
Ladder 49,Action
Ladder 49,Drama
Ladder 49,Thriller
Jack Reacher,Action
Jack Reacher,Crime
Jack Reacher,Mystery
Jack Reacher,Thriller
Deep Blue Sea,Action
Deep Blue Sea,Sci-Fi
Deep Blue Sea,Thriller
This Is It,Documentary
This Is It,Music
Contagion,Drama
Contagion,Thriller
Kangaroo Jack,Action
Kangaroo Jack,Adventure
Kangaroo Jack,Comedy
Kangaroo Jack,Crime
Coraline,Animation
Coraline,Family
Coraline,Fantasy
The Happening,Sci-Fi
The Happening,Thriller
Man on Fire,Action
Man on Fire,Crime
Man on Fire,Drama
Man on Fire,Thriller
The Shaggy Dog,Comedy
The Shaggy Dog,Family
The Shaggy Dog,Fantasy
Starsky & Hutch,Comedy
Starsky & Hutch,Crime
Jingle All the Way,Comedy
Jingle All the Way,Family
Hellboy,Action
Hellboy,Fantasy
Hellboy,Horror
Hellboy,Sci-Fi
A Civil Action,Drama
ParaNorman,Adventure
ParaNorman,Animation
ParaNorman,Comedy
ParaNorman,Family
ParaNorman,Fantasy
The Jackal,Action
The Jackal,Adventure
The Jackal,Crime
The Jackal,Thriller
Paycheck,Action
Paycheck,Mystery
Paycheck,Sci-Fi
Paycheck,Thriller
Up Close & Personal,Drama
Up Close & Personal,Romance
The Tale of Despereaux,Adventure
The Tale of Despereaux,Animation
The Tale of Despereaux,Comedy
The Tale of Despereaux,Family
The Tale of Despereaux,Fantasy
The Tuxedo,Action
The Tuxedo,Comedy
The Tuxedo,Sci-Fi
Under Siege 2: Dark Territory,Action
Under Siege 2: Dark Territory,Thriller
Jack Ryan: Shadow Recruit,Action
Jack Ryan: Shadow Recruit,Drama
Jack Ryan: Shadow Recruit,Thriller
Joy,Biography
Joy,Comedy
Joy,Drama
London Has Fallen,Action
London Has Fallen,Crime
London Has Fallen,Drama
London Has Fallen,Thriller
Alien: Resurrection,Action
Alien: Resurrection,Horror
Alien: Resurrection,Sci-Fi
Shooter,Action
Shooter,Crime
Shooter,Drama
Shooter,Mystery
Shooter,Thriller
The Boxtrolls,Adventure
The Boxtrolls,Animation
The Boxtrolls,Comedy
The Boxtrolls,Family
The Boxtrolls,Fantasy
Practical Magic,Comedy
Practical Magic,Drama
Practical Magic,Fantasy
Practical Magic,Romance
The Lego Movie,Action
The Lego Movie,Adventure
The Lego Movie,Animation
The Lego Movie,Comedy
The Lego Movie,Family
The Lego Movie,Fantasy
Miss Congeniality 2: Armed and Fabulous,Action
Miss Congeniality 2: Armed and Fabulous,Comedy
Miss Congeniality 2: Armed and Fabulous,Crime
Reign of Fire,Action
Reign of Fire,Adventure
Reign of Fire,Fantasy
Reign of Fire,Sci-Fi
Reign of Fire,Thriller
Gangster Squad,Action
Gangster Squad,Crime
Gangster Squad,Drama
Gangster Squad,Thriller
Year One,Adventure
Year One,Comedy
Invictus,Biography
Invictus,Drama
Invictus,History
Invictus,Sport
State of Play,Crime
State of Play,Drama
State of Play,Mystery
State of Play,Thriller
Duplicity,Comedy
Duplicity,Crime
Duplicity,Romance
Duplicity,Thriller
My Favorite Martian,Comedy
My Favorite Martian,Family
My Favorite Martian,Sci-Fi
The Sentinel,Action
The Sentinel,Crime
The Sentinel,Thriller
Planet 51,Adventure
Planet 51,Animation
Planet 51,Comedy
Planet 51,Family
Planet 51,Sci-Fi
Star Trek: Nemesis,Action
Star Trek: Nemesis,Adventure
Star Trek: Nemesis,Sci-Fi
Star Trek: Nemesis,Thriller
Intolerable Cruelty,Comedy
Intolerable Cruelty,Crime
Intolerable Cruelty,Romance
Trouble with the Curve,Drama
Trouble with the Curve,Sport
Edge of Darkness,Crime
Edge of Darkness,Drama
Edge of Darkness,Mystery
Edge of Darkness,Thriller
The Relic,Horror
The Relic,Mystery
The Relic,Sci-Fi
The Relic,Thriller
Analyze That,Comedy
Analyze That,Crime
Righteous Kill,Action
Righteous Kill,Crime
Righteous Kill,Drama
Righteous Kill,Mystery
Righteous Kill,Thriller
Mercury Rising,Action
Mercury Rising,Crime
Mercury Rising,Drama
Mercury Rising,Thriller
The Soloist,Biography
The Soloist,Drama
The Soloist,Music
The Legend of Bagger Vance,Drama
The Legend of Bagger Vance,Fantasy
The Legend of Bagger Vance,Sport
Almost Famous,Adventure
Almost Famous,Comedy
Almost Famous,Drama
Almost Famous,Music
Garfield 2,Animation
Garfield 2,Comedy
Garfield 2,Family
Garfield 2,Fantasy
xXx: State of the Union,Action
xXx: State of the Union,Adventure
xXx: State of the Union,Crime
xXx: State of the Union,Thriller
Priest,Action
Priest,Fantasy
Priest,Horror
Priest,Sci-Fi
Priest,Thriller
Sinbad: Legend of the Seven Seas,Adventure
Sinbad: Legend of the Seven Seas,Animation
Sinbad: Legend of the Seven Seas,Comedy
Sinbad: Legend of the Seven Seas,Drama
Sinbad: Legend of the Seven Seas,Family
Sinbad: Legend of the Seven Seas,Fantasy
Sinbad: Legend of the Seven Seas,Romance
Event Horizon,Horror
Event Horizon,Sci-Fi
Event Horizon,Thriller
Dragonfly,Drama
Dragonfly,Fantasy
Dragonfly,Mystery
Dragonfly,Romance
Dragonfly,Thriller
The Black Dahlia,Crime
The Black Dahlia,Drama
The Black Dahlia,Mystery
The Black Dahlia,Thriller
Flyboys,Action
Flyboys,Adventure
Flyboys,Drama
Flyboys,History
Flyboys,Romance
Flyboys,War
The Last Castle,Action
The Last Castle,Drama
The Last Castle,Thriller
Supernova,Horror
Supernova,Sci-Fi
Supernova,Thriller
Winter's Tale,Drama
Winter's Tale,Fantasy
Winter's Tale,Mystery
Winter's Tale,Romance
The Mortal Instruments: City of Bones,Fantasy
The Mortal Instruments: City of Bones,Horror
The Mortal Instruments: City of Bones,Mystery
The Mortal Instruments: City of Bones,Romance
Meet Dave,Adventure
Meet Dave,Comedy
Meet Dave,Family
Meet Dave,Romance
Meet Dave,Sci-Fi
Dark Water,Drama
Dark Water,Horror
Dark Water,Thriller
Edtv,Comedy
Edtv,Drama
Inkheart,Adventure
Inkheart,Family
Inkheart,Fantasy
The Spirit,Action
The Spirit,Crime
The Spirit,Fantasy
The Spirit,Thriller
Mortdecai,Action
Mortdecai,Comedy
Mortdecai,Mystery
Mortdecai,Romance
In the Name of the King: A Dungeon Siege Tale,Action
In the Name of the King: A Dungeon Siege Tale,Adventure
In the Name of the King: A Dungeon Siege Tale,Fantasy
In the Name of the King: A Dungeon Siege Tale,Thriller
Beyond Borders,Adventure
Beyond Borders,Drama
Beyond Borders,Romance
Beyond Borders,War
The Great Raid,Action
The Great Raid,Drama
The Great Raid,War
Deadpool,Action
Deadpool,Adventure
Deadpool,Comedy
Deadpool,Romance
Deadpool,Sci-Fi
Holy Man,Comedy
Holy Man,Drama
American Sniper,Action
American Sniper,Biography
American Sniper,Drama
American Sniper,History
American Sniper,Thriller
American Sniper,War
Goosebumps,Adventure
Goosebumps,Comedy
Goosebumps,Family
Goosebumps,Fantasy
Goosebumps,Horror
Just Like Heaven,Comedy
Just Like Heaven,Fantasy
Just Like Heaven,Romance
The Flintstones in Viva Rock Vegas,Comedy
The Flintstones in Viva Rock Vegas,Family
The Flintstones in Viva Rock Vegas,Romance
The Flintstones in Viva Rock Vegas,Sci-Fi
Rambo III,Action
Rambo III,Adventure
Rambo III,Thriller
Rambo III,War
Leatherheads,Comedy
Leatherheads,Drama
Leatherheads,Romance
Leatherheads,Sport
The Ridiculous 6,Comedy
The Ridiculous 6,Western
Did You Hear About the Morgans?,Comedy
Did You Hear About the Morgans?,Drama
Did You Hear About the Morgans?,Romance
The Internship,Comedy
Resident Evil: Afterlife,Action
Resident Evil: Afterlife,Adventure
Resident Evil: Afterlife,Horror
Resident Evil: Afterlife,Sci-Fi
Red Tails,Action
Red Tails,Adventure
Red Tails,Drama
Red Tails,History
Red Tails,War
The Devil's Advocate,Drama
The Devil's Advocate,Mystery
The Devil's Advocate,Thriller
That's My Boy,Comedy
DragonHeart,Action
DragonHeart,Adventure
DragonHeart,Fantasy
After the Sunset,Action
After the Sunset,Comedy
After the Sunset,Crime
After the Sunset,Drama
Ghost Rider: Spirit of Vengeance,Action
Ghost Rider: Spirit of Vengeance,Fantasy
Ghost Rider: Spirit of Vengeance,Thriller
Captain Corelli's Mandolin,Drama
Captain Corelli's Mandolin,Music
Captain Corelli's Mandolin,Romance
Captain Corelli's Mandolin,War
The Pacifier,Action
The Pacifier,Comedy
The Pacifier,Drama
The Pacifier,Family
The Pacifier,Thriller
Walking Tall,Action
Walking Tall,Crime
Forrest Gump,Comedy
Forrest Gump,Drama
Alvin and the Chipmunks,Animation
Alvin and the Chipmunks,Comedy
Alvin and the Chipmunks,Family
Alvin and the Chipmunks,Fantasy
Alvin and the Chipmunks,Music
Meet the Parents,Comedy
Pocahontas,Adventure
Pocahontas,Animation
Pocahontas,Drama
Pocahontas,Family
Pocahontas,History
Pocahontas,Musical
Pocahontas,Romance
Superman,Action
Superman,Adventure
Superman,Drama
Superman,Romance
Superman,Sci-Fi
The Nutty Professor,Comedy
The Nutty Professor,Romance
The Nutty Professor,Sci-Fi
Hitch,Comedy
Hitch,Romance
George of the Jungle,Action
George of the Jungle,Adventure
George of the Jungle,Comedy
George of the Jungle,Family
George of the Jungle,Romance
American Wedding,Comedy
American Wedding,Romance
Captain Phillips,Biography
Captain Phillips,Drama
Captain Phillips,Thriller
Date Night,Comedy
Date Night,Crime
Date Night,Romance
Date Night,Thriller
Casper,Comedy
Casper,Family
Casper,Fantasy
The Equalizer,Action
The Equalizer,Crime
The Equalizer,Thriller
Maid in Manhattan,Comedy
Maid in Manhattan,Drama
Maid in Manhattan,Romance
Crimson Tide,Action
Crimson Tide,Drama
Crimson Tide,Thriller
Crimson Tide,War
The Pursuit of Happyness,Biography
The Pursuit of Happyness,Drama
Flightplan,Drama
Flightplan,Mystery
Flightplan,Thriller
Disclosure,Drama
Disclosure,Thriller
City of Angels,Drama
City of Angels,Fantasy
City of Angels,Romance
Kill Bill: Vol. 1,Action
Bowfinger,Comedy
Kill Bill: Vol. 2,Action
Kill Bill: Vol. 2,Crime
Kill Bill: Vol. 2,Drama
Kill Bill: Vol. 2,Thriller
Tango & Cash,Action
Tango & Cash,Comedy
Tango & Cash,Crime
Tango & Cash,Thriller
Death Becomes Her,Comedy
Death Becomes Her,Fantasy
Death Becomes Her,Horror
Shanghai Noon,Action
Shanghai Noon,Adventure
Shanghai Noon,Comedy
Shanghai Noon,Western
Executive Decision,Action
Executive Decision,Adventure
Executive Decision,Thriller
Mr. Popper's Penguins,Comedy
Mr. Popper's Penguins,Family
Mr. Popper's Penguins,Fantasy
The Forbidden Kingdom,Action
The Forbidden Kingdom,Adventure
The Forbidden Kingdom,Fantasy
Free Birds,Adventure
Free Birds,Animation
Free Birds,Comedy
Free Birds,Family
Alien 3,Action
Alien 3,Horror
Alien 3,Sci-Fi
Evita,Biography
Evita,Drama
Evita,History
Evita,Musical
Ronin,Action
Ronin,Adventure
Ronin,Crime
Ronin,Thriller
The Ghost and the Darkness,Adventure
The Ghost and the Darkness,Drama
The Ghost and the Darkness,Horror
The Ghost and the Darkness,Thriller
Paddington,Animation
Paddington,Comedy
Paddington,Family
Paddington,Fantasy
The Watch,Action
The Watch,Comedy
The Watch,Sci-Fi
The Hunted,Action
The Hunted,Crime
The Hunted,Drama
The Hunted,Thriller
Instinct,Drama
Instinct,Thriller
Stuck on You,Comedy
Semi-Pro,Comedy
Semi-Pro,Sport
The Pirates! Band of Misfits,Adventure
The Pirates! Band of Misfits,Animation
The Pirates! Band of Misfits,Comedy
The Pirates! Band of Misfits,Family
Changeling,Crime
Changeling,Drama
Changeling,Mystery
Changeling,Thriller
Chain Reaction,Action
Chain Reaction,Drama
Chain Reaction,Sci-Fi
Chain Reaction,Thriller
The Fan,Action
The Fan,Drama
The Fan,Sport
The Fan,Thriller
The Phantom of the Opera,Drama
The Phantom of the Opera,Musical
The Phantom of the Opera,Romance
The Phantom of the Opera,Thriller
Elizabeth: The Golden Age,Biography
Elizabeth: The Golden Age,Drama
Elizabeth: The Golden Age,History
Elizabeth: The Golden Age,War
Æon Flux,Action
Æon Flux,Sci-Fi
Gods and Generals,Drama
Gods and Generals,History
Gods and Generals,War
Turbulence,Action
Turbulence,Thriller
Imagine That,Comedy
Imagine That,Drama
Imagine That,Family
Imagine That,Fantasy
Muppets Most Wanted,Adventure
Muppets Most Wanted,Comedy
Muppets Most Wanted,Crime
Muppets Most Wanted,Family
Muppets Most Wanted,Musical
Thunderbirds,Action
Thunderbirds,Adventure
Thunderbirds,Comedy
Thunderbirds,Family
Thunderbirds,Sci-Fi
Burlesque,Drama
Burlesque,Music
Burlesque,Musical
Burlesque,Romance
A Very Long Engagement,Drama
A Very Long Engagement,Mystery
A Very Long Engagement,Romance
A Very Long Engagement,War
Lolita,Crime
Lolita,Drama
Lolita,Romance
Eye See You,Crime
Eye See You,Horror
Eye See You,Mystery
Eye See You,Thriller
Blade II,Action
Blade II,Horror
Blade II,Sci-Fi
Blade II,Thriller
Seven Pounds,Drama
Seven Pounds,Romance
Bullet to the Head,Action
Bullet to the Head,Thriller
The Godfather: Part III,Crime
The Godfather: Part III,Drama
Elizabethtown,Comedy
Elizabethtown,Drama
Elizabethtown,Romance
"You, Me and Dupree",Comedy
"You, Me and Dupree",Romance
Superman II,Action
Superman II,Adventure
Superman II,Romance
Superman II,Sci-Fi
Gigli,Comedy
Gigli,Crime
Gigli,Romance
All the King's Men,Drama
All the King's Men,Thriller
Shaft,Action
Shaft,Crime
Shaft,Thriller
Anastasia,Adventure
Anastasia,Animation
Anastasia,Drama
Anastasia,Family
Anastasia,Fantasy
Anastasia,Musical
Anastasia,Mystery
Anastasia,Romance
Moulin Rouge!,Drama
Moulin Rouge!,Musical
Moulin Rouge!,Romance
Domestic Disturbance,Crime
Domestic Disturbance,Mystery
Domestic Disturbance,Thriller
Black Mass,Biography
Black Mass,Crime
Black Mass,Drama
Flags of Our Fathers,Drama
Flags of Our Fathers,History
Flags of Our Fathers,War
Law Abiding Citizen,Crime
Law Abiding Citizen,Drama
Law Abiding Citizen,Thriller
Grindhouse,Action
Grindhouse,Horror
Grindhouse,Thriller
Beloved,Drama
Beloved,History
Beloved,Horror
Lucky You,Drama
Lucky You,Romance
Lucky You,Sport
Catch Me If You Can,Biography
Catch Me If You Can,Crime
Catch Me If You Can,Drama
Zero Dark Thirty,Drama
Zero Dark Thirty,History
Zero Dark Thirty,Thriller
The Break-Up,Comedy
The Break-Up,Drama
The Break-Up,Romance
Mamma Mia!,Comedy
Mamma Mia!,Family
Mamma Mia!,Musical
Mamma Mia!,Romance
Valentine's Day,Comedy
Valentine's Day,Romance
The Dukes of Hazzard,Action
The Dukes of Hazzard,Adventure
The Dukes of Hazzard,Comedy
The Thin Red Line,Drama
The Thin Red Line,War
The Change-Up,Comedy
The Change-Up,Fantasy
Man on the Moon,Biography
Man on the Moon,Comedy
Man on the Moon,Drama
Casino,Biography
Casino,Crime
Casino,Drama
From Paris with Love,Action
From Paris with Love,Thriller
Bulletproof Monk,Action
Bulletproof Monk,Comedy
Bulletproof Monk,Fantasy
"Me, Myself & Irene",Comedy
Barnyard,Animation
Barnyard,Comedy
Barnyard,Family
Deck the Halls,Comedy
Deck the Halls,Family
The Twilight Saga: New Moon,Adventure
The Twilight Saga: New Moon,Drama
The Twilight Saga: New Moon,Fantasy
The Twilight Saga: New Moon,Romance
Shrek,Adventure
Shrek,Animation
Shrek,Comedy
Shrek,Family
Shrek,Fantasy
The Adjustment Bureau,Romance
The Adjustment Bureau,Sci-Fi
The Adjustment Bureau,Thriller
Robin Hood: Prince of Thieves,Action
Robin Hood: Prince of Thieves,Adventure
Robin Hood: Prince of Thieves,Drama
Robin Hood: Prince of Thieves,Romance
Jerry Maguire,Comedy
Jerry Maguire,Drama
Jerry Maguire,Romance
Jerry Maguire,Sport
Ted,Comedy
Ted,Fantasy
As Good as It Gets,Comedy
As Good as It Gets,Drama
As Good as It Gets,Romance
Patch Adams,Biography
Patch Adams,Comedy
Patch Adams,Drama
Patch Adams,Romance
Anchorman 2: The Legend Continues,Comedy
Mr. Deeds,Comedy
Mr. Deeds,Romance
Super 8,Mystery
Super 8,Sci-Fi
Super 8,Thriller
Erin Brockovich,Biography
Erin Brockovich,Drama
How to Lose a Guy in 10 Days,Comedy
How to Lose a Guy in 10 Days,Romance
22 Jump Street,Action
22 Jump Street,Comedy
22 Jump Street,Crime
Interview with the Vampire: The Vampire Chronicles,Drama
Interview with the Vampire: The Vampire Chronicles,Fantasy
Interview with the Vampire: The Vampire Chronicles,Horror
Yes Man,Comedy
Yes Man,Romance
Central Intelligence,Action
Central Intelligence,Comedy
Central Intelligence,Crime
Stepmom,Comedy
Stepmom,Drama
Daddy's Home,Comedy
Daddy's Home,Family
Into the Woods,Adventure
Into the Woods,Comedy
Into the Woods,Drama
Into the Woods,Fantasy
Into the Woods,Musical
Inside Man,Crime
Inside Man,Drama
Inside Man,Mystery
Inside Man,Thriller
Payback,Action
Payback,Crime
Payback,Drama
Payback,Thriller
Congo,Action
Congo,Adventure
Congo,Mystery
Congo,Sci-Fi
We Bought a Zoo,Comedy
We Bought a Zoo,Drama
We Bought a Zoo,Family
Knowing,Drama
Knowing,Mystery
Knowing,Sci-Fi
Knowing,Thriller
Failure to Launch,Comedy
Failure to Launch,Romance
The Ring Two,Horror
The Ring Two,Mystery
"Crazy, Stupid, Love.",Comedy
"Crazy, Stupid, Love.",Drama
"Crazy, Stupid, Love.",Romance
Garfield,Animation
Garfield,Comedy
Garfield,Family
Garfield,Fantasy
Christmas with the Kranks,Comedy
Christmas with the Kranks,Family
Moneyball,Biography
Moneyball,Drama
Moneyball,Sport
Outbreak,Action
Outbreak,Drama
Outbreak,Thriller
Non-Stop,Action
Non-Stop,Mystery
Non-Stop,Thriller
Race to Witch Mountain,Action
Race to Witch Mountain,Adventure
Race to Witch Mountain,Family
Race to Witch Mountain,Fantasy
Race to Witch Mountain,Sci-Fi
Race to Witch Mountain,Thriller
V for Vendetta,Action
V for Vendetta,Drama
V for Vendetta,Thriller
Shanghai Knights,Action
Shanghai Knights,Adventure
Shanghai Knights,Comedy
Curious George,Adventure
Curious George,Animation
Curious George,Comedy
Curious George,Family
Herbie Fully Loaded,Adventure
Herbie Fully Loaded,Comedy
Herbie Fully Loaded,Family
Herbie Fully Loaded,Fantasy
Herbie Fully Loaded,Romance
Herbie Fully Loaded,Sport
Don't Say a Word,Crime
Don't Say a Word,Drama
Don't Say a Word,Mystery
Don't Say a Word,Thriller
Hansel & Gretel: Witch Hunters,Action
Hansel & Gretel: Witch Hunters,Fantasy
Hansel & Gretel: Witch Hunters,Horror
Unfaithful,Drama
Unfaithful,Thriller
I Am Number Four,Action
I Am Number Four,Adventure
I Am Number Four,Sci-Fi
I Am Number Four,Thriller
Syriana,Drama
Syriana,Thriller
13 Hours,Action
13 Hours,Drama
13 Hours,Thriller
13 Hours,War
The Book of Life,Adventure
The Book of Life,Animation
The Book of Life,Comedy
The Book of Life,Family
The Book of Life,Fantasy
The Book of Life,Romance
Firewall,Crime
Firewall,Thriller
Absolute Power,Action
Absolute Power,Crime
Absolute Power,Drama
Absolute Power,Thriller
G.I. Jane,Action
G.I. Jane,Drama
G.I. Jane,War
The Game,Drama
The Game,Mystery
The Game,Thriller
Silent Hill,Adventure
Silent Hill,Horror
Silent Hill,Mystery
The Replacements,Comedy
The Replacements,Sport
American Reunion,Comedy
The Negotiator,Action
The Negotiator,Crime
The Negotiator,Drama
The Negotiator,Mystery
The Negotiator,Thriller
Into the Storm,Action
Into the Storm,Thriller
Beverly Hills Cop III,Action
Beverly Hills Cop III,Comedy
Beverly Hills Cop III,Crime
Beverly Hills Cop III,Thriller
Gremlins 2: The New Batch,Comedy
Gremlins 2: The New Batch,Fantasy
Gremlins 2: The New Batch,Horror
The Judge,Crime
The Judge,Drama
The Peacemaker,Action
The Peacemaker,Thriller
Resident Evil: Apocalypse,Action
Resident Evil: Apocalypse,Horror
Resident Evil: Apocalypse,Sci-Fi
Resident Evil: Apocalypse,Thriller
Bridget Jones: The Edge of Reason,Comedy
Bridget Jones: The Edge of Reason,Drama
Bridget Jones: The Edge of Reason,Romance
Out of Time,Crime
Out of Time,Drama
Out of Time,Romance
Out of Time,Thriller
On Deadly Ground,Action
On Deadly Ground,Adventure
On Deadly Ground,Thriller
The Adventures of Sharkboy and Lavagirl 3-D,Action
The Adventures of Sharkboy and Lavagirl 3-D,Adventure
The Adventures of Sharkboy and Lavagirl 3-D,Family
The Adventures of Sharkboy and Lavagirl 3-D,Fantasy
The Beach,Adventure
The Beach,Drama
The Beach,Thriller
Raising Helen,Comedy
Raising Helen,Drama
Raising Helen,Romance
Ninja Assassin,Action
Ninja Assassin,Crime
Ninja Assassin,Thriller
For Love of the Game,Drama
For Love of the Game,Romance
For Love of the Game,Sport
Striptease,Comedy
Striptease,Crime
Striptease,Drama
Striptease,Thriller
Marmaduke,Comedy
Marmaduke,Family
Hereafter,Drama
Hereafter,Fantasy
Murder by Numbers,Crime
Murder by Numbers,Mystery
Murder by Numbers,Thriller
Assassins,Action
Assassins,Crime
Assassins,Thriller
Hannibal Rising,Crime
Hannibal Rising,Drama
Hannibal Rising,Thriller
The Story of Us,Comedy
The Story of Us,Drama
The Story of Us,Romance
The Host(2013),Action
The Host(2013),Adventure
The Host(2013),Romance
The Host(2013),Sci-Fi
The Host(2013),Thriller
Basic,Action
Basic,Crime
Basic,Drama
Basic,Mystery
Basic,Thriller
Blood Work,Action
