movie_title,genre_type
The Sisterhood of the Traveling Pants,Family
The Sisterhood of the Traveling Pants,Romance
Kiss of the Dragon,Action
Kiss of the Dragon,Crime
Kiss of the Dragon,Drama
Kiss of the Dragon,Thriller
The House Bunny,Comedy
The House Bunny,Romance
Beauty Shop,Comedy
Million Dollar Arm,Biography
Million Dollar Arm,Drama
Million Dollar Arm,Sport
The Giver,Drama
The Giver,Romance
The Giver,Sci-Fi
What a Girl Wants,Comedy
What a Girl Wants,Drama
What a Girl Wants,Family
What a Girl Wants,Romance
Jeepers Creepers II,Horror
Good Luck Chuck,Comedy
Good Luck Chuck,Romance
Cradle 2 the Grave,Action
Cradle 2 the Grave,Crime
Cradle 2 the Grave,Drama
Cradle 2 the Grave,Thriller
The Hours,Drama
The Hours,Romance
She's the Man,Comedy
She's the Man,Romance
Mr. Bean's Holiday,Comedy
Mr. Bean's Holiday,Family
Anacondas: The Hunt for the Blood Orchid,Action
Anacondas: The Hunt for the Blood Orchid,Adventure
Anacondas: The Hunt for the Blood Orchid,Horror
Anacondas: The Hunt for the Blood Orchid,Thriller
Blood Ties,Crime
Blood Ties,Drama
Blood Ties,Thriller
August Rush,Drama
August Rush,Music
Elizabeth,Biography
Elizabeth,Drama
Elizabeth,History
Bride of Chucky,Comedy
Bride of Chucky,Fantasy
Bride of Chucky,Horror
Bride of Chucky,Romance
Tora! Tora! Tora!,Action
Tora! Tora! Tora!,Drama
Tora! Tora! Tora!,History
Tora! Tora! Tora!,War
Spice World,Comedy
Spice World,Family
Spice World,Music
The Sitter,Comedy
Dance Flick,Action
Dance Flick,Comedy
Dance Flick,Music
The Shawshank Redemption,Crime
The Shawshank Redemption,Drama
Crocodile Dundee in Los Angeles,Adventure
Crocodile Dundee in Los Angeles,Comedy
Crocodile Dundee in Los Angeles,Crime
Kingpin,Comedy
Kingpin,Sport
The Gambler,Crime
The Gambler,Drama
The Gambler,Thriller
August: Osage County,Drama
Ice Princess,Comedy
Ice Princess,Drama
Ice Princess,Family
Ice Princess,Sport
A Lot Like Love,Comedy
A Lot Like Love,Drama
A Lot Like Love,Romance
Eddie the Eagle,Biography
Eddie the Eagle,Comedy
Eddie the Eagle,Drama
Eddie the Eagle,Sport
He Got Game,Drama
He Got Game,Sport
Don Juan DeMarco,Comedy
Don Juan DeMarco,Drama
Don Juan DeMarco,Romance
Dear John,Drama
Dear John,Romance
Dear John,War
The Losers,Action
The Losers,Crime
The Losers,Drama
The Losers,Mystery
The Losers,Thriller
Don't Be Afraid of the Dark,Fantasy
Don't Be Afraid of the Dark,Horror
Don't Be Afraid of the Dark,Thriller
War,Action
War,Crime
War,Thriller
Punch-Drunk Love,Comedy
Punch-Drunk Love,Drama
Punch-Drunk Love,Romance
Punch-Drunk Love,Thriller
EuroTrip,Comedy
Half Past Dead,Action
Half Past Dead,Crime
Half Past Dead,Thriller
Unaccompanied Minors,Adventure
Unaccompanied Minors,Comedy
Unaccompanied Minors,Family
Unaccompanied Minors,Romance
"Bright Lights, Big City",Drama
The Adventures of Pinocchio,Adventure
The Adventures of Pinocchio,Family
The Adventures of Pinocchio,Fantasy
The Adventures of Pinocchio,Musical
The Greatest Game Ever Played,Drama
The Greatest Game Ever Played,History
The Greatest Game Ever Played,Sport
The Box,Drama
The Box,Fantasy
The Box,Mystery
The Box,Thriller
The Ruins,Horror
The Next Best Thing,Comedy
The Next Best Thing,Drama
The Next Best Thing,Romance
My Soul to Take,Horror
My Soul to Take,Mystery
My Soul to Take,Thriller
The Girl Next Door,Comedy
The Girl Next Door,Drama
The Girl Next Door,Romance
Maximum Risk,Action
Maximum Risk,Crime
Maximum Risk,Mystery
Maximum Risk,Romance
Maximum Risk,Thriller
Stealing Harvard,Comedy
Stealing Harvard,Crime
Legend,Biography
Legend,Crime
Legend,Drama
Legend,History
Legend,Thriller
Hot Rod,Comedy
Shark Night 3D,Horror
Shark Night 3D,Thriller
Angela's Ashes,Drama
Draft Day,Drama
Draft Day,Sport
Lifeforce,Action
Lifeforce,Horror
Lifeforce,Sci-Fi
Lifeforce,Thriller
The Conspirator,Crime
The Conspirator,Drama
The Conspirator,History
Lords of Dogtown,Biography
Lords of Dogtown,Drama
Lords of Dogtown,Sport
The 33,Biography
The 33,Drama
The 33,History
Big Trouble in Little China,Action
Big Trouble in Little China,Adventure
Big Trouble in Little China,Comedy
Big Trouble in Little China,Fantasy
Warrior,Drama
Warrior,Sport
Michael Collins,Biography
Michael Collins,Drama
Michael Collins,Thriller
Michael Collins,War
Gettysburg,Drama
Gettysburg,History
Gettysburg,War
Stop-Loss,Drama
Stop-Loss,War
Abandon,Drama
Abandon,Music
Abandon,Mystery
Abandon,Romance
Abandon,Thriller
Brokedown Palace,Drama
Brokedown Palace,Mystery
Brokedown Palace,Thriller
The Possession,Horror
The Possession,Thriller
Mrs. Winterbourne,Comedy
Mrs. Winterbourne,Drama
Mrs. Winterbourne,Romance
Straw Dogs,Action
Straw Dogs,Drama
Straw Dogs,Thriller
The Hoax,Comedy
The Hoax,Drama
Stone Cold,Action
Stone Cold,Crime
Stone Cold,Drama
Stone Cold,Thriller
The Road,Adventure
The Road,Drama
Sheena,Adventure
Sheena,Fantasy
Underclassman,Action
Underclassman,Comedy
Underclassman,Crime
Underclassman,Drama
Underclassman,Thriller
Say It Isn't So,Comedy
Say It Isn't So,Romance
The World's Fastest Indian,Biography
The World's Fastest Indian,Drama
The World's Fastest Indian,Sport
Tank Girl,Action
Tank Girl,Comedy
Tank Girl,Sci-Fi
King's Ransom,Comedy
King's Ransom,Crime
Blindness,Drama
Blindness,Mystery
Blindness,Sci-Fi
Blindness,Thriller
BloodRayne,Action
BloodRayne,Adventure
BloodRayne,Fantasy
BloodRayne,Horror
Carnage,Comedy
Carnage,Drama
Where the Truth Lies,Crime
Where the Truth Lies,Drama
Where the Truth Lies,Mystery
Where the Truth Lies,Thriller
Cirque du Soleil: Worlds Away,Fantasy
Without Limits,Biography
Without Limits,Drama
Without Limits,Sport
Me and Orson Welles,Drama
The Best Offer,Crime
The Best Offer,Drama
The Best Offer,Mystery
The Best Offer,Romance
Bad Lieutenant: Port of Call New Orleans,Crime
Bad Lieutenant: Port of Call New Orleans,Drama
A Turtle's Tale: Sammy's Adventures,Adventure
A Turtle's Tale: Sammy's Adventures,Animation
A Turtle's Tale: Sammy's Adventures,Family
Little White Lies,Comedy
Little White Lies,Drama
Love Ranch,Comedy
Love Ranch,Drama
Love Ranch,Romance
Love Ranch,Sport
The True Story of Puss'N Boots,Adventure
The True Story of Puss'N Boots,Animation
The True Story of Puss'N Boots,Comedy
Space Dogs,Adventure
Space Dogs,Animation
Space Dogs,Comedy
Space Dogs,Family
The Counselor,Crime
The Counselor,Drama
The Counselor,Thriller
Ironclad,Action
Ironclad,Adventure
Ironclad,History
Ironclad,Romance
Waterloo,Action
Waterloo,Drama
Waterloo,History
Waterloo,War
Red Sky,Action
Red Sky,Thriller
Dangerous Liaisons,Drama
Dangerous Liaisons,Romance
On the Road,Adventure
On the Road,Drama
Star Trek IV: The Voyage Home,Adventure
Star Trek IV: The Voyage Home,Comedy
Star Trek IV: The Voyage Home,Sci-Fi
Rocky Balboa,Drama
Rocky Balboa,Sport
Scream 2,Horror
Scream 2,Mystery
Jane Got a Gun,Action
Jane Got a Gun,Drama
Jane Got a Gun,Western
Think Like a Man Too,Comedy
Think Like a Man Too,Romance
The Whole Nine Yards,Comedy
The Whole Nine Yards,Crime
Footloose,Drama
Footloose,Music
Footloose,Romance
Old School,Comedy
The Fisher King,Comedy
The Fisher King,Drama
The Fisher King,Fantasy
I Still Know What You Did Last Summer,Horror
I Still Know What You Did Last Summer,Mystery
Return to Me,Comedy
Return to Me,Drama
Return to Me,Romance
Zack and Miri Make a Porno,Comedy
Zack and Miri Make a Porno,Romance
Nurse Betty,Comedy
Nurse Betty,Crime
Nurse Betty,Drama
The Men Who Stare at Goats,Comedy
The Men Who Stare at Goats,War
Double Take,Action
Double Take,Comedy
Double Take,Crime
Double Take,Thriller
"Girl, Interrupted",Biography
"Girl, Interrupted",Drama
Win a Date with Tad Hamilton!,Comedy
Win a Date with Tad Hamilton!,Romance
Muppets from Space,Adventure
Muppets from Space,Comedy
Muppets from Space,Family
Muppets from Space,Fantasy
Muppets from Space,Music
Muppets from Space,Sci-Fi
The Wiz,Adventure
The Wiz,Family
The Wiz,Fantasy
The Wiz,Music
The Wiz,Musical
Ready to Rumble,Comedy
Ready to Rumble,Sport
Play It to the Bone,Comedy
Play It to the Bone,Drama
Play It to the Bone,Sport
I Don't Know How She Does It,Comedy
I Don't Know How She Does It,Romance
Piranha 3D,Comedy
Piranha 3D,Horror
Beyond the Sea,Biography
Beyond the Sea,Drama
Beyond the Sea,Music
Beyond the Sea,Musical
Meet the Deedles,Comedy
Meet the Deedles,Family
The Princess and the Cobbler,Action
The Princess and the Cobbler,Adventure
The Princess and the Cobbler,Animation
The Princess and the Cobbler,Comedy
The Princess and the Cobbler,Fantasy
The Bridge of San Luis Rey,Drama
The Bridge of San Luis Rey,Romance
Faster,Action
Faster,Crime
Faster,Drama
Faster,Thriller
Howl's Moving Castle,Adventure
Howl's Moving Castle,Animation
Howl's Moving Castle,Family
Howl's Moving Castle,Fantasy
Zombieland,Adventure
Zombieland,Comedy
Zombieland,Horror
Zombieland,Sci-Fi
The Waterboy,Comedy
The Waterboy,Sport
Star Wars: Episode V - The Empire Strikes Back,Action
Star Wars: Episode V - The Empire Strikes Back,Adventure
Star Wars: Episode V - The Empire Strikes Back,Fantasy
Star Wars: Episode V - The Empire Strikes Back,Sci-Fi
Bad Boys,Action
Bad Boys,Comedy
Bad Boys,Crime
Bad Boys,Drama
Bad Boys,Thriller
The Naked Gun 2½: The Smell of Fear,Comedy
The Naked Gun 2½: The Smell of Fear,Crime
Final Destination,Horror
Final Destination,Thriller
The Ides of March,Drama
Pitch Black,Horror
Pitch Black,Sci-Fi
Someone Like You...,Comedy
Someone Like You...,Romance
Her,Drama
Her,Romance
Her,Sci-Fi
Joy Ride,Mystery
Joy Ride,Thriller
The Adventurer: The Curse of the Midas Box,Adventure
The Adventurer: The Curse of the Midas Box,Family
The Adventurer: The Curse of the Midas Box,Fantasy
Anywhere But Here,Comedy
Anywhere But Here,Drama
The Crew,Comedy
The Crew,Crime
Haywire,Action
Haywire,Thriller
Jaws: The Revenge,Adventure
Jaws: The Revenge,Horror
Jaws: The Revenge,Thriller
Marvin's Room,Drama
The Longshots,Biography
The Longshots,Comedy
The Longshots,Drama
The Longshots,Family
The Longshots,Sport
The End of the Affair,Drama
The End of the Affair,Romance
Harley Davidson and the Marlboro Man,Action
Harley Davidson and the Marlboro Man,Crime
Harley Davidson and the Marlboro Man,Drama
Harley Davidson and the Marlboro Man,Thriller
Harley Davidson and the Marlboro Man,Western
In the Valley of Elah,Crime
In the Valley of Elah,Drama
In the Valley of Elah,Mystery
In the Valley of Elah,Thriller
Coco Before Chanel,Biography
Coco Before Chanel,Drama
Forsaken,Drama
Forsaken,Western
Chéri,Comedy
Chéri,Drama
Chéri,Romance
Vanity Fair,Drama
1408,Fantasy
1408,Horror
Spaceballs,Adventure
Spaceballs,Comedy
Spaceballs,Sci-Fi
The Water Diviner,Drama
The Water Diviner,War
Ghost,Drama
Ghost,Fantasy
Ghost,Romance
Ghost,Thriller
There's Something About Mary,Comedy
There's Something About Mary,Romance
The Santa Clause,Comedy
The Santa Clause,Drama
The Santa Clause,Family
The Santa Clause,Fantasy
The Rookie,Drama
The Rookie,Family
The Rookie,Sport
The Game Plan,Comedy
The Game Plan,Family
The Game Plan,Sport
The Bridges of Madison County,Drama
The Bridges of Madison County,Romance
The Animal,Comedy
The Animal,Sci-Fi
Gandhi,Biography
Gandhi,Drama
Gandhi,History
The Hundred-Foot Journey,Comedy
The Hundred-Foot Journey,Drama
The Net,Action
The Net,Crime
The Net,Drama
The Net,Mystery
The Net,Thriller
I Am Sam,Drama
Son of God,Biography
Son of God,Drama
Son of God,History
Underworld,Action
Underworld,Fantasy
Underworld,Thriller
Derailed,Drama
Derailed,Thriller
The Informant!,Comedy
The Informant!,Crime
The Informant!,Drama
The Informant!,Thriller
Shadowlands,Biography
Shadowlands,Drama
Shadowlands,Romance
Deuce Bigalow: European Gigolo,Comedy
Delivery Man,Comedy
Delivery Man,Drama
Our Kind of Traitor,Thriller
Saving Silverman,Comedy
Saving Silverman,Crime
Saving Silverman,Romance
Diary of a Wimpy Kid: Dog Days,Comedy
Diary of a Wimpy Kid: Dog Days,Family
Summer of Sam,Crime
Summer of Sam,Drama
Summer of Sam,Romance
Summer of Sam,Thriller
Jay and Silent Bob Strike Back,Comedy
The Glass House,Crime
The Glass House,Drama
The Glass House,Mystery
The Glass House,Thriller
"Hail, Caesar!",Comedy
"Hail, Caesar!",Mystery
Josie and the Pussycats,Comedy
Josie and the Pussycats,Music
Homefront,Action
Homefront,Crime
Homefront,Drama
Homefront,Thriller
The Little Vampire,Adventure
The Little Vampire,Comedy
The Little Vampire,Family
The Little Vampire,Fantasy
I Heart Huckabees,Comedy
RoboCop 3,Action
RoboCop 3,Crime
RoboCop 3,Sci-Fi
RoboCop 3,Thriller
Megiddo: The Omega Code 2,Action
Megiddo: The Omega Code 2,Adventure
Megiddo: The Omega Code 2,Fantasy
Megiddo: The Omega Code 2,Sci-Fi
Megiddo: The Omega Code 2,Thriller
Darling Lili,Comedy
Darling Lili,Drama
Darling Lili,Musical
Darling Lili,Romance
Darling Lili,War
Dudley Do-Right,Comedy
Dudley Do-Right,Family
Dudley Do-Right,Romance
The Transporter Refueled,Action
The Transporter Refueled,Crime
The Transporter Refueled,Thriller
The Libertine,Drama
The Libertine,Romance
Black Book,Drama
Black Book,Thriller
Black Book,War
Joyeux Noel,Drama
Joyeux Noel,History
Joyeux Noel,Music
Joyeux Noel,Romance
Joyeux Noel,War
Hit and Run,Action
Hit and Run,Comedy
Hit and Run,Romance
Mad Money,Comedy
Mad Money,Crime
Mad Money,Thriller
Before I Go to Sleep,Drama
Before I Go to Sleep,Mystery
Before I Go to Sleep,Thriller
Sorcerer,Adventure
Sorcerer,Drama
Sorcerer,Thriller
Stone,Drama
Stone,Thriller
Molière,Comedy
Molière,History
Out of the Furnace,Crime
Out of the Furnace,Drama
Out of the Furnace,Thriller
Michael Clayton,Crime
Michael Clayton,Drama
Michael Clayton,Mystery
Michael Clayton,Thriller
My Fellow Americans,Adventure
My Fellow Americans,Comedy
Arlington Road,Crime
Arlington Road,Drama
Arlington Road,Thriller
Underdogs,Adventure
Underdogs,Animation
Underdogs,Family
Underdogs,Sport
To Rome with Love,Comedy
To Rome with Love,Romance
Firefox,Action
Firefox,Adventure
Firefox,Thriller
South Park: Bigger Longer & Uncut,Animation
South Park: Bigger Longer & Uncut,Comedy
South Park: Bigger Longer & Uncut,Fantasy
South Park: Bigger Longer & Uncut,Musical
Death at a Funeral,Comedy
Teenage Mutant Ninja Turtles III,Action
Teenage Mutant Ninja Turtles III,Adventure
Teenage Mutant Ninja Turtles III,Comedy
Teenage Mutant Ninja Turtles III,Family
Teenage Mutant Ninja Turtles III,Fantasy
Teenage Mutant Ninja Turtles III,Sci-Fi
Hardball,Drama
Hardball,Sport
Silver Linings Playbook,Comedy
Silver Linings Playbook,Drama
Silver Linings Playbook,Romance
Freedom Writers,Biography
Freedom Writers,Crime
Freedom Writers,Drama
For Colored Girls,Drama
The Transporter,Action
The Transporter,Crime
The Transporter,Thriller
Never Back Down,Action
Never Back Down,Drama
Never Back Down,Sport
The Rage: Carrie 2,Horror
The Rage: Carrie 2,Sci-Fi
The Rage: Carrie 2,Thriller
Away We Go,Comedy
Away We Go,Drama
Away We Go,Romance
Swing Vote,Comedy
Swing Vote,Drama
Moonlight Mile,Drama
Moonlight Mile,Romance
Tinker Tailor Soldier Spy,Drama
Tinker Tailor Soldier Spy,Mystery
Tinker Tailor Soldier Spy,Thriller
Molly,Comedy
Molly,Drama
Molly,Romance
The Beaver,Drama
The Best Little Whorehouse in Texas,Comedy
The Best Little Whorehouse in Texas,Musical
eXistenZ,Horror
eXistenZ,Sci-Fi
eXistenZ,Thriller
Raiders of the Lost Ark,Action
Raiders of the Lost Ark,Adventure
Home Alone 2: Lost in New York,Adventure
Home Alone 2: Lost in New York,Comedy
Home Alone 2: Lost in New York,Family
Close Encounters of the Third Kind,Drama
Close Encounters of the Third Kind,Sci-Fi
Pulse,Drama
Pulse,Horror
Pulse,Sci-Fi
Pulse,Thriller
Beverly Hills Cop II,Action
Beverly Hills Cop II,Comedy
Beverly Hills Cop II,Crime
Beverly Hills Cop II,Thriller
Bringing Down the House,Comedy
The Silence of the Lambs,Crime
The Silence of the Lambs,Drama
The Silence of the Lambs,Horror
The Silence of the Lambs,Thriller
Wayne's World,Comedy
Wayne's World,Music
Jackass 3D,Action
Jackass 3D,Comedy
Jackass 3D,Documentary
Jaws 2,Adventure
Jaws 2,Horror
Jaws 2,Thriller
Beverly Hills Chihuahua,Adventure
Beverly Hills Chihuahua,Comedy
Beverly Hills Chihuahua,Drama
Beverly Hills Chihuahua,Family
Beverly Hills Chihuahua,Romance
The Conjuring,Horror
The Conjuring,Mystery
The Conjuring,Thriller
Are We There Yet?,Adventure
Are We There Yet?,Comedy
Are We There Yet?,Family
Are We There Yet?,Romance
Tammy,Comedy
School of Rock,Comedy
School of Rock,Music
Mortal Kombat,Action
Mortal Kombat,Adventure
Mortal Kombat,Fantasy
Mortal Kombat,Sci-Fi
Mortal Kombat,Thriller
White Chicks,Comedy
White Chicks,Crime
The Descendants,Comedy
The Descendants,Drama
Holes,Adventure
Holes,Comedy
Holes,Drama
Holes,Family
Holes,Mystery
The Last Song,Drama
The Last Song,Family
The Last Song,Music
The Last Song,Romance
12 Years a Slave,Biography
12 Years a Slave,Drama
12 Years a Slave,History
Drumline,Comedy
Drumline,Drama
Drumline,Music
Drumline,Romance
Why Did I Get Married Too?,Comedy
Why Did I Get Married Too?,Drama
Why Did I Get Married Too?,Romance
Edward Scissorhands,Fantasy
Edward Scissorhands,Romance
Me Before You,Drama
Me Before You,Romance
Madea's Witness Protection,Comedy
Madea's Witness Protection,Crime
Madea's Witness Protection,Drama
The French Connection,Action
The French Connection,Crime
The French Connection,Drama
The French Connection,Thriller
Bad Moms,Comedy
Date Movie,Comedy
Date Movie,Romance
Return to Never Land,Adventure
Return to Never Land,Animation
Return to Never Land,Family
Return to Never Land,Fantasy
Selma,Biography
Selma,Drama
Selma,History
The Jungle Book 2,Adventure
The Jungle Book 2,Animation
The Jungle Book 2,Family
The Jungle Book 2,Musical
Boogeyman,Drama
Boogeyman,Horror
Boogeyman,Mystery
Boogeyman,Thriller
Premonition,Drama
Premonition,Mystery
Premonition,Thriller
The Tigger Movie,Animation
The Tigger Movie,Comedy
The Tigger Movie,Drama
The Tigger Movie,Family
The Tigger Movie,Musical
Orphan,Horror
Orphan,Mystery
Orphan,Thriller
Max,Adventure
Max,Family
Epic Movie,Adventure
Epic Movie,Comedy
Spotlight,Biography
Spotlight,Crime
Spotlight,Drama
Spotlight,History
Lakeview Terrace,Crime
Lakeview Terrace,Drama
Lakeview Terrace,Thriller
The Grudge 2,Horror
The Grudge 2,Thriller
How Stella Got Her Groove Back,Comedy
How Stella Got Her Groove Back,Drama
How Stella Got Her Groove Back,Romance
Bill & Ted's Bogus Journey,Adventure
Bill & Ted's Bogus Journey,Comedy
Bill & Ted's Bogus Journey,Fantasy
Bill & Ted's Bogus Journey,Music
Bill & Ted's Bogus Journey,Sci-Fi
Man of the Year,Comedy
Man of the Year,Drama
Man of the Year,Romance
Man of the Year,Thriller
The Black Hole,Action
The Black Hole,Sci-Fi
The American,Crime
The American,Drama
The American,Thriller
Selena,Biography
Selena,Drama
Selena,Music
Vampires Suck,Comedy
Babel,Drama
This Is Where I Leave You,Comedy
This Is Where I Leave You,Drama
Doubt,Drama
Doubt,Mystery
Team America: World Police,Action
Team America: World Police,Comedy
Texas Chainsaw 3D,Horror
Texas Chainsaw 3D,Thriller
Copycat,Crime
Copycat,Drama
Copycat,Mystery
Copycat,Thriller
Scary Movie 5,Comedy
Paint Your Wagon,Comedy
Paint Your Wagon,Drama
Paint Your Wagon,Musical
Paint Your Wagon,Romance
Paint Your Wagon,Western
Milk,Biography
Milk,Drama
Milk,History
Risen,Action
Risen,Adventure
Risen,Drama
Risen,Mystery
Ghost Ship,Horror
A Very Harold & Kumar 3D Christmas,Adventure
A Very Harold & Kumar 3D Christmas,Comedy
Wild Things,Crime
Wild Things,Drama
Wild Things,Mystery
Wild Things,Thriller
The Stepfather,Crime
The Stepfather,Thriller
The Debt,Drama
The Debt,Thriller
High Fidelity,Comedy
High Fidelity,Drama
High Fidelity,Music
High Fidelity,Romance
One Missed Call,Horror
One Missed Call,Mystery
Eye for an Eye,Crime
Eye for an Eye,Drama
Eye for an Eye,Thriller
The Bank Job,Crime
The Bank Job,Drama
The Bank Job,Romance
The Bank Job,Thriller
Eternal Sunshine of the Spotless Mind,Drama
Eternal Sunshine of the Spotless Mind,Fantasy
Eternal Sunshine of the Spotless Mind,Romance
Eternal Sunshine of the Spotless Mind,Sci-Fi
You Again,Comedy
You Again,Family
You Again,Romance
Street Kings,Action
Street Kings,Crime
Street Kings,Drama
Street Kings,Thriller
The World's End,Action
The World's End,Comedy
The World's End,Sci-Fi
Nancy Drew,Comedy
Nancy Drew,Crime
Nancy Drew,Family
Nancy Drew,Mystery
Nancy Drew,Romance
Nancy Drew,Thriller
Daybreakers,Action
Daybreakers,Horror
Daybreakers,Sci-Fi
Daybreakers,Thriller
She's Out of My League,Comedy
She's Out of My League,Romance
Monte Carlo,Adventure
Monte Carlo,Comedy
Monte Carlo,Family
Monte Carlo,Romance
Stay Alive,Horror
Stay Alive,Thriller
Quigley Down Under,Action
Quigley Down Under,Adventure
Quigley Down Under,Drama
Quigley Down Under,Romance
Quigley Down Under,Western
Alpha and Omega,Adventure
Alpha and Omega,Animation
Alpha and Omega,Comedy
Alpha and Omega,Family
Alpha and Omega,Romance
The Covenant,Action
The Covenant,Fantasy
The Covenant,Horror
The Covenant,Thriller
Stick It,Comedy
Stick It,Drama
Stick It,Sport
Shorts,Comedy
Shorts,Family
Shorts,Fantasy
To Die For,Comedy
To Die For,Crime
To Die For,Drama
Nerve,Adventure
Nerve,Crime
Nerve,Mystery
Nerve,Sci-Fi
Nerve,Thriller
Appaloosa,Crime
Appaloosa,Drama
Appaloosa,Western
Vampires,Action
Vampires,Horror
Vampires,Thriller
Psycho,Horror
Psycho,Mystery
Psycho,Thriller
My Best Friend's Girl,Comedy
My Best Friend's Girl,Romance
Endless Love,Drama
Endless Love,Romance
Georgia Rule,Comedy
Georgia Rule,Drama
Under the Rainbow,Comedy
Ladyhawke,Adventure
Ladyhawke,Comedy
Ladyhawke,Drama
Ladyhawke,Fantasy
Simon Birch,Comedy
Simon Birch,Drama
Simon Birch,Family
Reign Over Me,Drama
Into the Wild,Adventure
Into the Wild,Biography
Into the Wild,Drama
School for Scoundrels,Comedy
Silent Hill: Revelation 3D,Adventure
Silent Hill: Revelation 3D,Drama
Silent Hill: Revelation 3D,Horror
Silent Hill: Revelation 3D,Mystery
Silent Hill: Revelation 3D,Thriller
From Dusk Till Dawn,Crime
From Dusk Till Dawn,Fantasy
From Dusk Till Dawn,Horror
Pooh's Heffalump Movie,Animation
Pooh's Heffalump Movie,Family
Pooh's Heffalump Movie,Fantasy
Pooh's Heffalump Movie,Mystery
Home for the Holidays,Comedy
Home for the Holidays,Drama
Home for the Holidays,Romance
Kung Fu Hustle,Action
Kung Fu Hustle,Comedy
Kung Fu Hustle,Crime
Kung Fu Hustle,Fantasy
The Country Bears,Comedy
The Country Bears,Family
The Country Bears,Music
The Country Bears,Musical
The Kite Runner,Drama
21 Grams,Drama
Paparazzi,Action
Paparazzi,Crime
Paparazzi,Drama
Paparazzi,Thriller
A Guy Thing,Comedy
A Guy Thing,Romance
Loser,Comedy
Loser,Romance
Capitalism: A Love Story,Crime
Capitalism: A Love Story,Documentary
Capitalism: A Love Story,News
The Greatest Story Ever Told,Biography
The Greatest Story Ever Told,Drama
The Greatest Story Ever Told,History
Secret in Their Eyes,Crime
Secret in Their Eyes,Drama
Secret in Their Eyes,Mystery
Secret in Their Eyes,Thriller
Disaster Movie,Comedy
Armored,Action
Armored,Crime
Armored,Thriller
The Man Who Knew Too Little,Action
The Man Who Knew Too Little,Comedy
The Man Who Knew Too Little,Crime
The Man Who Knew Too Little,Thriller
What's Your Number?,Comedy
What's Your Number?,Romance
Lockout,Action
Lockout,Adventure
Lockout,Sci-Fi
Lockout,Thriller
Envy,Comedy
Crank: High Voltage,Action
Crank: High Voltage,Crime
Crank: High Voltage,Sci-Fi
Crank: High Voltage,Thriller
Bullets Over Broadway,Comedy
Bullets Over Broadway,Crime
One Night with the King,Biography
One Night with the King,Drama
One Night with the King,History
The Quiet American,Drama
The Quiet American,Mystery
The Quiet American,Romance
The Quiet American,Thriller
The Quiet American,War
The Weather Man,Comedy
The Weather Man,Drama
Undisputed,Action
Undisputed,Crime
Undisputed,Drama
Undisputed,Sport
Ghost Town,Comedy
Ghost Town,Drama
Ghost Town,Fantasy
Ghost Town,Romance
12 Rounds,Action
12 Rounds,Crime
12 Rounds,Thriller
Let Me In,Drama
Let Me In,Fantasy
Let Me In,Horror
Let Me In,Mystery
3 Ninjas Kick Back,Action
3 Ninjas Kick Back,Comedy
3 Ninjas Kick Back,Family
Be Kind Rewind,Comedy
Mrs Henderson Presents,Comedy
Mrs Henderson Presents,Drama
Mrs Henderson Presents,Music
Mrs Henderson Presents,War
Triple 9,Action
Triple 9,Crime
Triple 9,Drama
Triple 9,Thriller
Deconstructing Harry,Comedy
Three to Tango,Comedy
Three to Tango,Romance
Burnt,Comedy
Burnt,Drama
We're No Angels,Comedy
We're No Angels,Crime
Everyone Says I Love You,Comedy
Everyone Says I Love You,Musical
Everyone Says I Love You,Romance
Death Sentence,Action
Death Sentence,Crime
Death Sentence,Thriller
Everybody's Fine,Adventure
Everybody's Fine,Drama
Superbabies: Baby Geniuses 2,Comedy
Superbabies: Baby Geniuses 2,Family
Superbabies: Baby Geniuses 2,Sci-Fi
The Man,Action
The Man,Comedy
The Man,Crime
Code Name: The Cleaner,Action
Code Name: The Cleaner,Comedy
Code Name: The Cleaner,Crime
Connie and Carla,Comedy
Connie and Carla,Crime
Connie and Carla,Music
Sweet Charity,Comedy
Sweet Charity,Drama
Sweet Charity,Music
Sweet Charity,Musical
Sweet Charity,Romance
Inherent Vice,Comedy
Inherent Vice,Crime
Inherent Vice,Drama
Inherent Vice,Mystery
Inherent Vice,Romance
Doogal,Adventure
Doogal,Animation
Doogal,Comedy
Doogal,Family
Doogal,Fantasy
Battle of the Year,Drama
Battle of the Year,Music
An American Carol,Comedy
An American Carol,Fantasy
Machete Kills,Action
Machete Kills,Comedy
Machete Kills,Crime
Machete Kills,Thriller
Willard,Drama
Willard,Horror
Willard,Sci-Fi
Willard,Thriller
Strange Wilderness,Adventure
Strange Wilderness,Comedy
Topsy-Turvy,Biography
Topsy-Turvy,Comedy
Topsy-Turvy,Drama
Topsy-Turvy,History
Topsy-Turvy,Music
Topsy-Turvy,Musical
Little Boy,Drama
Little Boy,War
A Dangerous Method,Biography
A Dangerous Method,Drama
A Dangerous Method,Thriller
A Scanner Darkly,Animation
A Scanner Darkly,Drama
A Scanner Darkly,Mystery
A Scanner Darkly,Sci-Fi
A Scanner Darkly,Thriller
Chasing Mavericks,Biography
Chasing Mavericks,Drama
Chasing Mavericks,Sport
Alone in the Dark,Horror
Alone in the Dark,Sci-Fi
Bandslam,Comedy
Bandslam,Drama
Bandslam,Family
Bandslam,Music
Bandslam,Romance
Birth,Drama
Birth,Mystery
Birth,Romance
Birth,Thriller
