movie_title,actor_name
Mr. & Mrs. Smith,Angelina Jolie Pitt
Mr. & Mrs. Smith,Stephanie March
Insurgent,Kate Winslet
Insurgent,Theo James
Insurgent,Mekhi Phifer
The Aviator,Leonardo DiCaprio
The Aviator,Adam Scott
The Aviator,Frances Conroy
Gulliver's Travels,James Corden
Gulliver's Travels,Catherine Tate
Gulliver's Travels,Olly Alexander
The Green Hornet,Christoph Waltz
The Green Hornet,Tom Wilkinson
The Green Hornet,Chad L. Coleman
300: Rise of an Empire,Eva Green
300: Rise of an Empire,Sullivan Stapleton
300: Rise of an Empire,Peter Mensah
The Smurfs,Mahadeo Shivraj
The Smurfs,Tim Gunn
The Smurfs,Madison McKinley
Home on the Range,Steve Buscemi
Home on the Range,Roseanne Barr
Home on the Range,G.W. Bailey
Allegiant,Naomi Watts
Allegiant,Theo James
Allegiant,Zoë Kravitz
Real Steel,Hugh Jackman
Real Steel,Torey Michael Adkins
Real Steel,Olga Fonda
The Smurfs 2,Jacob Tremblay
The Smurfs 2,Nancy O'Dell
The Smurfs 2,Vanessa Matsui
Speed 2: Cruise Control,Jason Patric
Speed 2: Cruise Control,Temuera Morrison
Speed 2: Cruise Control,Lois Chiles
Ender's Game,Harrison Ford
Ender's Game,Moises Arias
Ender's Game,Aramis Knight
Live Free or Die Hard,Bruce Willis
Live Free or Die Hard,Jonathan Sadowski
Live Free or Die Hard,Cyril Raffaelli
The Lord of the Rings: The Fellowship of the Ring,Christopher Lee
The Lord of the Rings: The Fellowship of the Ring,Orlando Bloom
The Lord of the Rings: The Fellowship of the Ring,Billy Boyd
Around the World in 80 Days,Jim Broadbent
Around the World in 80 Days,Steve Coogan
Around the World in 80 Days,Cécile De France
Ali,Will Smith
Ali,Jada Pinkett Smith
Ali,Joe Morton
The Cat in the Hat,Sean Hayes
The Cat in the Hat,Kelly Preston
The Cat in the Hat,Spencer Breslin
"I, Robot",Will Smith
"I, Robot",Bruce Greenwood
"I, Robot",Chi McBride
Kingdom of Heaven,Liam Neeson
Kingdom of Heaven,Orlando Bloom
Kingdom of Heaven,Philip Glenister
Stuart Little,Chazz Palminteri
Stuart Little,Nathan Lane
Stuart Little,Jeffrey Jones
The Princess and the Frog,Oprah Winfrey
The Princess and the Frog,Jenifer Lewis
The Princess and the Frog,Anika Noni Rose
The Martian,Matt Damon
The Martian,Donald Glover
The Martian,Benedict Wong
The Island,Scarlett Johansson
The Island,Steve Buscemi
The Island,Djimon Hounsou
Town & Country,Del Zamora
Town & Country,Warren Beatty
Town & Country,Garry Shandling
Gone in Sixty Seconds,Nicolas Cage
Gone in Sixty Seconds,Angelina Jolie Pitt
Gone in Sixty Seconds,Robert Duvall
Gladiator,Djimon Hounsou
Gladiator,Connie Nielsen
Gladiator,Oliver Reed
Minority Report,Tom Cruise
Minority Report,Frank Grillo
Minority Report,Jessica Capshaw
Harry Potter and the Chamber of Secrets,Daniel Radcliffe
Harry Potter and the Chamber of Secrets,Rupert Grint
Harry Potter and the Chamber of Secrets,Emma Watson
Casino Royale,Eva Green
Casino Royale,Tobias Menzies
Casino Royale,Ivana Milicevic
Planet of the Apes,Cary-Hiroyuki Tagawa
Planet of the Apes,Estella Warren
Planet of the Apes,Erick Avari
Terminator 2: Judgment Day,Joe Morton
Terminator 2: Judgment Day,Jenette Goldstein
Terminator 2: Judgment Day,S. Epatha Merkerson
Public Enemies,Johnny Depp
Public Enemies,Christian Bale
Public Enemies,Stephen Graham
American Gangster,Denzel Washington
American Gangster,Ruby Dee
American Gangster,RZA
True Lies,Jamie Lee Curtis
True Lies,Tia Carrere
True Lies,Tom Arnold
The Taking of Pelham 1 2 3,Denzel Washington
The Taking of Pelham 1 2 3,Ramon Rodriguez
The Taking of Pelham 1 2 3,Michael Rispoli
Little Fockers,Robert De Niro
Little Fockers,Blythe Danner
Little Fockers,Teri Polo
The Other Guys,Dwayne Johnson
The Other Guys,Will Ferrell
The Other Guys,Derek Jeter
Eraser,Vanessa Williams
Eraser,James Coburn
Eraser,Roma Maffia
Django Unchained,Leonardo DiCaprio
Django Unchained,Christoph Waltz
Django Unchained,Ato Essandoh
The Hunchback of Notre Dame,Demi Moore
The Hunchback of Notre Dame,Jason Alexander
The Hunchback of Notre Dame,Bill Fagerbakke
The Emperor's New Groove,Eartha Kitt
The Emperor's New Groove,Wendie Malick
The Emperor's New Groove,John Fiedler
The Expendables 2,Jason Statham
The Expendables 2,Sylvester Stallone
The Expendables 2,Bruce Willis
National Treasure,Nicolas Cage
National Treasure,Armando Riesco
National Treasure,Annie Parisse
Eragon,Djimon Hounsou
Eragon,Ed Speleers
Eragon,Gary Lewis
Where the Wild Things Are,Catherine O'Hara
Where the Wild Things Are,Ryan Corr
Where the Wild Things Are,Max Records
Epic,Josh Hutcherson
Epic,Emma Kenney
Epic,Troy Evans
The Tourist,Johnny Depp
The Tourist,Angelina Jolie Pitt
The Tourist,Rufus Sewell
End of Days,CCH Pounder
End of Days,Mark Margolis
End of Days,Udo Kier
Blood Diamond,Leonardo DiCaprio
Blood Diamond,Djimon Hounsou
Blood Diamond,Stephen Collins
The Wolf of Wall Street,Leonardo DiCaprio
The Wolf of Wall Street,Matthew McConaughey
The Wolf of Wall Street,Jon Favreau
Batman Forever,Michael Gough
Batman Forever,Rene Auberjonois
Batman Forever,Debi Mazar
Starship Troopers,Jake Busey
Starship Troopers,Patrick Muldoon
Starship Troopers,Seth Gilliam
Cloud Atlas,Tom Hanks
Cloud Atlas,Jim Sturgess
Cloud Atlas,Jim Broadbent
Legend of the Guardians: The Owls of Ga'Hoole,Abbie Cornish
Legend of the Guardians: The Owls of Ga'Hoole,Richard Roxburgh
Legend of the Guardians: The Owls of Ga'Hoole,Anthony LaPaglia
Catwoman,Frances Conroy
Catwoman,Christopher Heyerdahl
Catwoman,Alex Borstein
Hercules,Dwayne Johnson
Hercules,Rufus Sewell
Hercules,Ingrid Bolsø Berdal
Treasure Planet,Joseph Gordon-Levitt
Treasure Planet,Martin Short
Treasure Planet,Michael Wincott
Land of the Lost,Will Ferrell
Land of the Lost,Anna Friel
Land of the Lost,Bobb'e J. Thompson
The Expendables 3,Jason Statham
The Expendables 3,Sylvester Stallone
The Expendables 3,Harrison Ford
Point Break,Ray Winstone
Point Break,Edgar Ramírez
Point Break,Delroy Lindo
Son of the Mask,Jamie Kennedy
Son of the Mask,Traylor Howard
Son of the Mask,Ben Stein
In the Heart of the Sea,Chris Hemsworth
In the Heart of the Sea,Benjamin Walker
In the Heart of the Sea,Frank Dillane
The Adventures of Pluto Nash,Rosario Dawson
The Adventures of Pluto Nash,Randy Quaid
The Adventures of Pluto Nash,Burt Young
Green Zone,Matt Damon
Green Zone,Sean Huze
Green Zone,Igal Naor
The Peanuts Movie,Francesca Capaldi
The Peanuts Movie,Venus Schultheis
The Peanuts Movie,Bill Melendez
The Spanish Prisoner,Ben Gazzara
The Spanish Prisoner,Felicity Huffman
The Spanish Prisoner,Campbell Scott
The Mummy Returns,Dwayne Johnson
The Mummy Returns,Brendan Fraser
The Mummy Returns,Patricia Velasquez
Gangs of New York,Leonardo DiCaprio
Gangs of New York,Liam Neeson
Gangs of New York,Jim Broadbent
The Flowers of War,Christian Bale
The Flowers of War,Ni Ni
The Flowers of War,Shigeo Kobayashi
Surf's Up,Jeff Bridges
Surf's Up,Zooey Deschanel
Surf's Up,Jon Heder
The Stepford Wives,Jon Lovitz
The Stepford Wives,Matthew Broderick
The Stepford Wives,Roger Bart
Black Hawk Down,Ioan Gruffudd
Black Hawk Down,Sam Shepard
Black Hawk Down,Ewen Bremner
The Campaign,Will Ferrell
The Campaign,Thomas Middleditch
The Campaign,Katherine LaNasa
The Fifth Element,Milla Jovovich
The Fifth Element,Bruce Willis
The Fifth Element,Gary Oldman
Sex and the City 2,Chris Noth
Sex and the City 2,Liza Minnelli
Sex and the City 2,Kristin Davis
The Road to El Dorado,Frank Welker
The Road to El Dorado,Rosie Perez
The Road to El Dorado,Elton John
Ice Age: Continental Drift,Peter Dinklage
Ice Age: Continental Drift,Josh Gad
Ice Age: Continental Drift,Drake
Cinderella,Hayley Atwell
Cinderella,Derek Jacobi
Cinderella,Lily James
The Lovely Bones,Michael Imperioli
The Lovely Bones,AJ Michalka
The Lovely Bones,Tom McCarthy
Finding Nemo,Alexander Gould
Finding Nemo,Stephen Root
Finding Nemo,Brad Garrett
The Lord of the Rings: The Return of the King,Orlando Bloom
The Lord of the Rings: The Return of the King,Billy Boyd
The Lord of the Rings: The Return of the King,Bernard Hill
The Lord of the Rings: The Two Towers,Christopher Lee
The Lord of the Rings: The Two Towers,Orlando Bloom
The Lord of the Rings: The Two Towers,Billy Boyd
Seventh Son,Jeff Bridges
Seventh Son,Djimon Hounsou
Seventh Son,Olivia Williams
Lara Croft: Tomb Raider,Angelina Jolie Pitt
Lara Croft: Tomb Raider,Noah Taylor
Lara Croft: Tomb Raider,Chris Barrie
Transcendence,Johnny Depp
Transcendence,Morgan Freeman
Transcendence,Clifton Collins Jr.
Jurassic Park III,Michael Jeter
Jurassic Park III,Trevor Morgan
Jurassic Park III,Alessandro Nivola
Rise of the Planet of the Apes,James Franco
Rise of the Planet of the Apes,David Oyelowo
Rise of the Planet of the Apes,Tyler Labine
The Spiderwick Chronicles,Martin Short
The Spiderwick Chronicles,Tod Fennell
The Spiderwick Chronicles,Joan Plowright
A Good Day to Die Hard,Bruce Willis
A Good Day to Die Hard,Cole Hauser
A Good Day to Die Hard,Megalyn Echikunwoke
The Alamo,Dennis Quaid
The Alamo,Marc Blucas
The Alamo,Jordi Mollà
The Incredibles,Holly Hunter
The Incredibles,Craig T. Nelson
The Incredibles,Lou Romano
Cutthroat Island,Christopher Masterson
Cutthroat Island,Frank Langella
Cutthroat Island,Matthew Modine
Percy Jackson & the Olympians: The Lightning Thief,Logan Lerman
Percy Jackson & the Olympians: The Lightning Thief,Rosario Dawson
Percy Jackson & the Olympians: The Lightning Thief,Steve Coogan
Men in Black,Will Smith
Men in Black,Rip Torn
Men in Black,Linda Fiorentino
Toy Story 2,Tom Hanks
Toy Story 2,John Ratzenberger
Toy Story 2,Wayne Knight
Unstoppable,Denzel Washington
Unstoppable,Rosario Dawson
Unstoppable,Ethan Suplee
Rush Hour 2,Mei Melançon
Rush Hour 2,John Lone
Rush Hour 2,Harris Yulin
What Lies Beneath,Harrison Ford
What Lies Beneath,Amber Valletta
What Lies Beneath,Miranda Otto
Cloudy with a Chance of Meatballs,Will Forte
Cloudy with a Chance of Meatballs,Bobb'e J. Thompson
Cloudy with a Chance of Meatballs,Al Roker
Ice Age: Dawn of the Dinosaurs,Denis Leary
Ice Age: Dawn of the Dinosaurs,Maile Flanagan
Ice Age: Dawn of the Dinosaurs,Kelly Keaton
The Secret Life of Walter Mitty,Adam Scott
The Secret Life of Walter Mitty,Adrian Martinez
The Secret Life of Walter Mitty,Joey Slotnick
Charlie's Angels,Bill Murray
Charlie's Angels,LL Cool J
Charlie's Angels,Kelly Lynch
The Departed,Leonardo DiCaprio
The Departed,Matt Damon
The Departed,Ray Winstone
Mulan,Ming-Na Wen
Mulan,Harvey Fierstein
Mulan,June Foray
Tropic Thunder,Robert Downey Jr.
Tropic Thunder,Steve Coogan
Tropic Thunder,Brandon T. Jackson
The Girl with the Dragon Tattoo,Robin Wright
The Girl with the Dragon Tattoo,Goran Visnjic
The Girl with the Dragon Tattoo,Joely Richardson
Die Hard with a Vengeance,Bruce Willis
Die Hard with a Vengeance,Aldis Hodge
Die Hard with a Vengeance,Kevin Chamberlin
Sherlock Holmes,Robert Downey Jr.
Sherlock Holmes,Eddie Marsan
Sherlock Holmes,Robert Maillet
Ben-Hur,Morgan Freeman
Ben-Hur,Ayelet Zurer
Ben-Hur,Moises Arias
Atlantis: The Lost Empire,Leonard Nimoy
Atlantis: The Lost Empire,Jim Varney
Atlantis: The Lost Empire,Cree Summer
Alvin and the Chipmunks: The Road Chip,Bella Thorne
Alvin and the Chipmunks: The Road Chip,Joshua Mikel
Alvin and the Chipmunks: The Road Chip,Jesse McCartney
Valkyrie,Tom Cruise
Valkyrie,Tom Wilkinson
Valkyrie,Thomas Kretschmann
You Don't Mess with the Zohan,Adam Sandler
You Don't Mess with the Zohan,Sayed Badreya
You Don't Mess with the Zohan,Kevin Nealon
Pixels,Peter Dinklage
Pixels,Adam Sandler
Pixels,Josh Gad
A.I. Artificial Intelligence,Haley Joel Osment
A.I. Artificial Intelligence,William Hurt
A.I. Artificial Intelligence,Kevin Sussman
The Haunted Mansion,Marsha Thomason
The Haunted Mansion,Rachael Harris
The Haunted Mansion,Marc John Jefferies
Contact,Matthew McConaughey
Contact,Tom Skerritt
Contact,Larry King
Hollow Man,Greg Grunberg
Hollow Man,Kim Dickens
Hollow Man,Joey Slotnick
The Interpreter,Curtiss Cook
The Interpreter,George Harris
The Interpreter,Michael Wright
Percy Jackson: Sea of Monsters,Logan Lerman
Percy Jackson: Sea of Monsters,Leven Rambin
Percy Jackson: Sea of Monsters,Brandon T. Jackson
Lara Croft Tomb Raider: The Cradle of Life,Gerard Butler
Lara Croft Tomb Raider: The Cradle of Life,Angelina Jolie Pitt
Lara Croft Tomb Raider: The Cradle of Life,Djimon Hounsou
Now You See Me 2,Daniel Radcliffe
Now You See Me 2,Morgan Freeman
Now You See Me 2,Sanaa Lathan
The Saint,Alun Armstrong
The Saint,Michael Byrne
The Saint,Velibor Topic
Spy Game,Brad Pitt
Spy Game,Stephen Dillane
Spy Game,Catherine McCormack
Mission to Mars,Don Cheadle
Mission to Mars,Connie Nielsen
Mission to Mars,Kim Delaney
Rio,Anne Hathaway
Rio,Wanda Sykes
Rio,Will.i.am
Bicentennial Man,Robin Williams
Bicentennial Man,Oliver Platt
Bicentennial Man,John Michael Higgins
Volcano,Don Cheadle
Volcano,Anne Heche
Volcano,Gaby Hoffmann
The Devil's Own,Harrison Ford
The Devil's Own,Brad Pitt
The Devil's Own,Natascha McElhone
K-19: The Widowmaker,Liam Neeson
K-19: The Widowmaker,Christian Camargo
K-19: The Widowmaker,Lex Shrapnel
Conan the Barbarian,William Smith
Conan the Barbarian,Mako
Conan the Barbarian,Sandahl Bergman
Cinderella Man,Paddy Considine
Cinderella Man,Bruce McGill
Cinderella Man,Rosemarie DeWitt
The Nutcracker in 3D,Shirley Henderson
The Nutcracker in 3D,Nathan Lane
The Nutcracker in 3D,Richard E. Grant
Seabiscuit,Jeff Bridges
Seabiscuit,Michael Angarano
Seabiscuit,Michael O'Neill
Twister,Philip Seymour Hoffman
Twister,Alan Ruck
Twister,Jami Gertz
Cast Away,Tom Hanks
Cast Away,Paul Sanchez
Cast Away,Nick Searcy
Happy Feet,Robin Williams
Happy Feet,Hugh Jackman
Happy Feet,Elizabeth Daily
The Bourne Supremacy,Matt Damon
The Bourne Supremacy,Joan Allen
The Bourne Supremacy,Oksana Akinshina
Air Force One,Harrison Ford
Air Force One,Gary Oldman
Air Force One,Dean Stockwell
Ocean's Eleven,Brad Pitt
Ocean's Eleven,Bernie Mac
Ocean's Eleven,Elliott Gould
The Three Musketeers,Milla Jovovich
The Three Musketeers,Logan Lerman
The Three Musketeers,Orlando Bloom
Hotel Transylvania,Steve Buscemi
Hotel Transylvania,Adam Sandler
Hotel Transylvania,Jon Lovitz
Enchanted,Jeff Bennett
Enchanted,Teala Dunn
Enchanted,Fred Tatasciore
Safe House,Denzel Washington
Safe House,Ryan Reynolds
Safe House,Sam Shepard
102 Dalmatians,Ioan Gruffudd
102 Dalmatians,Eric Idle
102 Dalmatians,Jim Carter
Tower Heist,Matthew Broderick
Tower Heist,Gabourey Sidibe
Tower Heist,Judd Hirsch
The Holiday,Kate Winslet
The Holiday,Rufus Sewell
The Holiday,Sarah Parish
Enemy of the State,Will Smith
Enemy of the State,Jake Busey
Enemy of the State,Lisa Bonet
It's Complicated,Meryl Streep
It's Complicated,Hunter Parrish
It's Complicated,Zoe Kazan
Ocean's Thirteen,Al Pacino
Ocean's Thirteen,Matt Damon
Ocean's Thirteen,Brad Pitt
Open Season,Jon Favreau
Open Season,Debra Messing
Open Season,Jane Krakowski
Divergent,Kate Winslet
Divergent,Theo James
Divergent,Mekhi Phifer
Enemy at the Gates,Bob Hoskins
Enemy at the Gates,Gabriel Thomson
Enemy at the Gates,Clemens Schick
The Rundown,Dwayne Johnson
The Rundown,Rosario Dawson
The Rundown,Ewen Bremner
Last Action Hero,F. Murray Abraham
Last Action Hero,Tom Noonan
Last Action Hero,Joan Plowright
Memoirs of a Geisha,Li Gong
Memoirs of a Geisha,Mako
Memoirs of a Geisha,Karl Yune
The Fast and the Furious: Tokyo Drift,Amber Stevens West
The Fast and the Furious: Tokyo Drift,Zachery Ty Bryan
The Fast and the Furious: Tokyo Drift,Nikki Griffin
Arthur Christmas,Jim Broadbent
Arthur Christmas,Imelda Staunton
Arthur Christmas,Michael Palin
Meet Joe Black,Anthony Hopkins
Meet Joe Black,Brad Pitt
Meet Joe Black,Jake Weber
Collateral Damage,Raymond Cruz
Collateral Damage,Rick Worthy
Collateral Damage,Jsu Garcia
All That Jazz,Roy Scheider
All That Jazz,Ben Vereen
All That Jazz,Max Wright
Mirror Mirror,Julia Roberts
Mirror Mirror,Nathan Lane
Mirror Mirror,Danny Woodburn
Scott Pilgrim vs. the World,Anna Kendrick
Scott Pilgrim vs. the World,Kieran Culkin
Scott Pilgrim vs. the World,Ellen Wong
The Core,Glenn Morshower
The Core,Tchéky Karyo
The Core,Rekha Sharma
Nutty Professor II: The Klumps,Larry Miller
Nutty Professor II: The Klumps,Janet Jackson
Nutty Professor II: The Klumps,Chris Elliott
Scooby-Doo,Sarah Michelle Gellar
Scooby-Doo,Linda Cardellini
Scooby-Doo,Miguel A. Núñez Jr.
Dredd,Wood Harris
Dredd,Jason Cope
Dredd,Rakie Ayola
Click,Adam Sandler
Click,Cameron Monaghan
Click,Julie Kavner
Creepshow,Ted Danson
Creepshow,Hal Holbrook
Creepshow,Adrienne Barbeau
Cats & Dogs: The Revenge of Kitty Galore,Jack McBrayer
Cats & Dogs: The Revenge of Kitty Galore,Sean Hayes
Cats & Dogs: The Revenge of Kitty Galore,Katt Williams
Jumper,Kristen Stewart
Jumper,Hayden Christensen
Jumper,Tom Hulce
Hellboy II: The Golden Army,Seth MacFarlane
Hellboy II: The Golden Army,Iván Kamarás
Hellboy II: The Golden Army,Brian Steele
Zodiac,Robert Downey Jr.
Zodiac,Jake Gyllenhaal
Zodiac,Anthony Edwards
The 6th Day,Robert Duvall
The 6th Day,Michael Rapaport
The 6th Day,Tony Goldwyn
Bruce Almighty,Morgan Freeman
Bruce Almighty,Steve Carell
Bruce Almighty,Lisa Ann Walter
The Expendables,Jason Statham
The Expendables,Sylvester Stallone
The Expendables,Jet Li
Mission: Impossible,Tom Cruise
Mission: Impossible,Kristin Scott Thomas
Mission: Impossible,Vanessa Redgrave
The Hunger Games,Jennifer Lawrence
The Hunger Games,Josh Hutcherson
The Hunger Games,Anthony Reynolds
The Hangover Part II,Bradley Cooper
The Hangover Part II,Mason Lee
The Hangover Part II,Mike Tyson
Batman Returns,Michael Gough
Batman Returns,Vincent Schiavelli
Batman Returns,Andrew Bryniarski
Over the Hedge,Bruce Willis
Over the Hedge,Steve Carell
Over the Hedge,Catherine O'Hara
Lilo & Stitch,Tia Carrere
Lilo & Stitch,Jason Scott Lee
Lilo & Stitch,David Ogden Stiers
Charlotte's Web,Steve Buscemi
Charlotte's Web,Julia Roberts
Charlotte's Web,Oprah Winfrey
Deep Impact,Morgan Freeman
Deep Impact,Jon Favreau
Deep Impact,Robert Duvall
RED 2,Bruce Willis
RED 2,Anthony Hopkins
RED 2,Garrick Hagon
The Longest Yard,Adam Sandler
The Longest Yard,Steve Reevis
The Longest Yard,Dalip Singh
Alvin and the Chipmunks: Chipwrecked,Amy Poehler
Alvin and the Chipmunks: Chipwrecked,Jesse McCartney
Alvin and the Chipmunks: Chipwrecked,Lauren Gottlieb
Grown Ups 2,Steve Buscemi
Grown Ups 2,Adam Sandler
Grown Ups 2,Jon Lovitz
Get Smart,Bill Murray
Get Smart,Dwayne Johnson
Get Smart,Anne Hathaway
Something's Gotta Give,Keanu Reeves
Something's Gotta Give,Jon Favreau
Something's Gotta Give,Paul Michael Glaser
Shutter Island,Leonardo DiCaprio
Shutter Island,Joseph Sikora
Shutter Island,Nellie Sciutto
Four Christmases,Jon Favreau
Four Christmases,Robert Duvall
Four Christmases,Katy Mixon
Robots,Jim Broadbent
Robots,Drew Carey
Robots,Paula Abdul
Face/Off,Nicolas Cage
Face/Off,CCH Pounder
Face/Off,Joan Allen
Bedtime Stories,Adam Sandler
Bedtime Stories,Carmen Electra
Bedtime Stories,Kathryn Joosten
Road to Perdition,Tom Hanks
Road to Perdition,Jennifer Jason Leigh
Road to Perdition,Liam Aiken
Just Go with It,Adam Sandler
Just Go with It,Bailee Madison
Just Go with It,Kevin Nealon
Con Air,Steve Buscemi
Con Air,Monica Potter
Con Air,Dave Chappelle
Eagle Eye,Rosario Dawson
Eagle Eye,Ethan Embry
Eagle Eye,Cameron Boyce
Cold Mountain,Philip Seymour Hoffman
Cold Mountain,Natalie Portman
Cold Mountain,Charlie Hunnam
The Book of Eli,Denzel Washington
The Book of Eli,Mila Kunis
The Book of Eli,Gary Oldman
Flubber,Robin Williams
Flubber,Jodi Benson
Flubber,Sam Lloyd
The Haunting,Liam Neeson
The Haunting,Lili Taylor
The Haunting,Virginia Madsen
Space Jam,Bill Murray
Space Jam,Wayne Knight
Space Jam,Michael Jordan
The Pink Panther,Roger Rees
The Pink Panther,Henry Czerny
The Pink Panther,William Abadie
The Day the Earth Stood Still,Keanu Reeves
The Day the Earth Stood Still,Jon Hamm
The Day the Earth Stood Still,Juan Riedinger
Conspiracy Theory,Julia Roberts
Conspiracy Theory,Alex McArthur
Conspiracy Theory,Michael Potts
Fury,Brad Pitt
Fury,Logan Lerman
Fury,Jim Parrack
Six Days Seven Nights,Harrison Ford
Six Days Seven Nights,Anne Heche
Six Days Seven Nights,Amy Sedaris
Yogi Bear,Justin Timberlake
Yogi Bear,Tom Cavanagh
Yogi Bear,Josh Robert Thompson
Spirit: Stallion of the Cimarron,Matt Damon
Spirit: Stallion of the Cimarron,Charles Napier
Spirit: Stallion of the Cimarron,Zahn McClarnon
Zookeeper,Rosario Dawson
Zookeeper,Leslie Bibb
Zookeeper,Nicholas Turturro
Lost in Space,Gary Oldman
Lost in Space,William Hurt
Lost in Space,June Lockhart
