movie_title,title_year,language,country,duration,content_rating,movie_imdb_link,director_name,imdb_score,num_voted_users,gross
Alone in the Dark,2005,English,Canada,94.0,R,http://www.imdb.com/title/tt0369226/?ref_=fn_tt_tt_1,Uwe Boll,2.3,37626,5132655.0
Bandslam,2009,English,USA,111.0,PG,http://www.imdb.com/title/tt0976222/?ref_=fn_tt_tt_1,Todd Graff,6.4,11958,5205343.0
Birth,2004,English,USA,100.0,R,http://www.imdb.com/title/tt0337876/?ref_=fn_tt_tt_1,Jonathan Glazer,6.1,29649,5005883.0
A Most Violent Year,2014,English,USA,125.0,R,http://www.imdb.com/title/tt2937898/?ref_=fn_tt_tt_1,J.C. Chandor,7.0,45799,5749134.0
Passchendaele,2008,English,Canada,114.0,R,http://www.imdb.com/title/tt1092082/?ref_=fn_tt_tt_1,Paul Gross,6.5,6904,
Flash of Genius,2008,English,USA,119.0,PG-13,http://www.imdb.com/title/tt1054588/?ref_=fn_tt_tt_1,Marc Abraham,7.0,14301,4234040.0
I'm Not There.,2007,English,USA,135.0,R,http://www.imdb.com/title/tt0368794/?ref_=fn_tt_tt_1,Todd Haynes,7.0,48346,4001121.0
The Cold Light of Day,2012,English,USA,93.0,PG-13,http://www.imdb.com/title/tt1366365/?ref_=fn_tt_tt_1,Mabrouk El Mechri,4.9,28629,3749061.0
The Brothers Bloom,2008,English,USA,114.0,PG-13,http://www.imdb.com/title/tt0844286/?ref_=fn_tt_tt_1,Rian Johnson,6.9,41737,3519627.0
"Synecdoche, New York",2008,English,USA,124.0,R,http://www.imdb.com/title/tt0383028/?ref_=fn_tt_tt_1,Charlie Kaufman,7.5,55842,3081925.0
Princess Mononoke,1997,Japanese,Japan,134.0,PG-13,http://www.imdb.com/title/tt0119698/?ref_=fn_tt_tt_1,Hayao Miyazaki,8.4,221552,2298191.0
Bon voyage,2003,French,France,114.0,PG-13,http://www.imdb.com/title/tt0310778/?ref_=fn_tt_tt_1,Jean-Paul Rappeneau,6.9,4293,2353728.0
Can't Stop the Music,1980,English,USA,124.0,PG,http://www.imdb.com/title/tt0080492/?ref_=fn_tt_tt_1,Nancy Walker,4.5,2998,2000000.0
The Proposition,2005,English,Australia,104.0,R,http://www.imdb.com/title/tt0421238/?ref_=fn_tt_tt_1,John Hillcoat,7.4,43205,1900725.0
Courage,2015,English,USA,118.0,PG,http://www.imdb.com/title/tt3719896/?ref_=fn_tt_tt_1,Angelo Pizzo,7.0,2302,2246000.0
Marci X,2003,English,USA,80.0,R,http://www.imdb.com/title/tt0266747/?ref_=fn_tt_tt_1,Richard Benjamin,2.8,4518,1646664.0
Equilibrium,2002,English,USA,107.0,R,http://www.imdb.com/title/tt0238380/?ref_=fn_tt_tt_1,Kurt Wimmer,7.5,261317,1190018.0
The Children of Huang Shi,2008,English,Australia,125.0,R,http://www.imdb.com/title/tt0889588/?ref_=fn_tt_tt_1,Roger Spottiswoode,7.1,8087,1027749.0
The Yards,2000,English,USA,115.0,R,http://www.imdb.com/title/tt0138946/?ref_=fn_tt_tt_1,James Gray,6.4,16215,882710.0
The Oogieloves in the Big Balloon Adventure,2012,English,USA,88.0,G,http://www.imdb.com/title/tt1520498/?ref_=fn_tt_tt_1,Matthew Diamond,6.7,14015,1064277.0
By the Sea,2015,English,USA,122.0,R,http://www.imdb.com/title/tt3707106/?ref_=fn_tt_tt_1,Angelina Jolie Pitt,5.3,7976,531009.0
Steamboy,2004,Japanese,Japan,103.0,PG-13,http://www.imdb.com/title/tt0348121/?ref_=fn_tt_tt_1,Katsuhiro Ôtomo,6.9,13727,410388.0
The Game of Their Lives,2005,English,USA,101.0,PG,http://www.imdb.com/title/tt0354595/?ref_=fn_tt_tt_1,David Anspaugh,6.2,2613,375474.0
All Good Things,2010,English,USA,101.0,R,http://www.imdb.com/title/tt1175709/?ref_=fn_tt_tt_1,Andrew Jarecki,6.3,41249,578382.0
Rapa Nui,1994,English,USA,107.0,R,http://www.imdb.com/title/tt0110944/?ref_=fn_tt_tt_1,Kevin Reynolds,6.4,3843,305070.0
CJ7,2008,Cantonese,Hong Kong,86.0,PG,http://www.imdb.com/title/tt0940709/?ref_=fn_tt_tt_1,Stephen Chow,6.5,11391,206678.0
Dylan Dog: Dead of Night,2010,English,USA,107.0,PG-13,http://www.imdb.com/title/tt1013860/?ref_=fn_tt_tt_1,Kevin Munroe,5.1,13026,1183354.0
People I Know,2002,English,USA,100.0,R,http://www.imdb.com/title/tt0274711/?ref_=fn_tt_tt_1,Daniel Algrant,5.5,9868,121972.0
The Tempest,2010,English,USA,110.0,PG-13,http://www.imdb.com/title/tt1274300/?ref_=fn_tt_tt_1,Julie Taymor,5.4,6147,263365.0
Regression,2015,English,Spain,106.0,R,http://www.imdb.com/title/tt3319920/?ref_=fn_tt_tt_1,Alejandro Amenábar,5.7,20821,54734.0
Three Kingdoms: Resurrection of the Dragon,2008,Mandarin,China,102.0,R,http://www.imdb.com/title/tt0882978/?ref_=fn_tt_tt_1,Daniel Lee,6.2,5154,
Shattered,2007,English,UK,98.0,R,http://www.imdb.com/title/tt0489664/?ref_=fn_tt_tt_1,Mike Barker,6.7,25450,
Zambezia,2012,English,South Africa,83.0,G,http://www.imdb.com/title/tt1488181/?ref_=fn_tt_tt_1,Wayne Thornley,5.8,5203,
Dwegons and Leprechauns,2014,English,USA,98.0,PG,http://www.imdb.com/title/tt1134666/?ref_=fn_tt_tt_1,Tom Walsh,4.8,50,
Hands of Stone,2016,English,Panama,105.0,R,http://www.imdb.com/title/tt1781827/?ref_=fn_tt_tt_1,Jonathan Jakubowicz,7.2,178,
Survivor,2015,English,USA,96.0,PG-13,http://www.imdb.com/title/tt3247714/?ref_=fn_tt_tt_1,James McTeigue,5.6,21833,
The Frozen Ground,2013,English,USA,105.0,R,http://www.imdb.com/title/tt2005374/?ref_=fn_tt_tt_1,Scott Walker,6.4,43879,
The Painted Veil,2006,Mandarin,China,125.0,PG-13,http://www.imdb.com/title/tt0446755/?ref_=fn_tt_tt_1,John Curran,7.5,77656,8047690.0
The Baader Meinhof Complex,2008,German,Germany,184.0,R,http://www.imdb.com/title/tt0765432/?ref_=fn_tt_tt_1,Uli Edel,7.4,29602,476270.0
Dances with Wolves,1990,English,USA,236.0,PG-13,http://www.imdb.com/title/tt0099348/?ref_=fn_tt_tt_1,Kevin Costner,8.0,186485,184208848.0
Bad Teacher,2011,English,USA,97.0,R,http://www.imdb.com/title/tt1284575/?ref_=fn_tt_tt_1,Jake Kasdan,5.7,160418,100292856.0
Sea of Love,1989,English,USA,113.0,R,http://www.imdb.com/title/tt0098273/?ref_=fn_tt_tt_1,Harold Becker,6.8,30213,58571513.0
A Cinderella Story,2004,English,USA,95.0,PG,http://www.imdb.com/title/tt0356470/?ref_=fn_tt_tt_1,Mark Rosman,5.9,62861,51431160.0
Scream,1996,English,USA,103.0,R,http://www.imdb.com/title/tt0117571/?ref_=fn_tt_tt_1,Wes Craven,7.2,222018,103001286.0
Thir13en Ghosts,2001,English,USA,91.0,R,http://www.imdb.com/title/tt0245674/?ref_=fn_tt_tt_1,Steve Beck,5.5,65512,41867960.0
The Shining,1980,English,USA,146.0,R,http://www.imdb.com/title/tt0081505/?ref_=fn_tt_tt_1,Stanley Kubrick,8.4,610333,
Back to the Future,1985,English,USA,116.0,PG,http://www.imdb.com/title/tt0088763/?ref_=fn_tt_tt_1,Robert Zemeckis,8.5,732212,210609762.0
House on Haunted Hill,1999,English,USA,93.0,R,http://www.imdb.com/title/tt0185371/?ref_=fn_tt_tt_1,William Malone,5.6,45317,40846082.0
I Can Do Bad All by Myself,2009,English,USA,113.0,PG-13,http://www.imdb.com/title/tt1385912/?ref_=fn_tt_tt_1,Tyler Perry,4.1,8346,51697449.0
The Switch,2010,English,USA,101.0,PG-13,http://www.imdb.com/title/tt0889573/?ref_=fn_tt_tt_1,Josh Gordon,6.1,77987,27758465.0
Just Married,2003,English,USA,95.0,PG-13,http://www.imdb.com/title/tt0305711/?ref_=fn_tt_tt_1,Shawn Levy,5.4,57479,56127162.0
The Devil's Double,2011,English,Belgium,109.0,R,http://www.imdb.com/title/tt1270262/?ref_=fn_tt_tt_1,Lee Tamahori,7.1,53977,1357042.0
Thomas and the Magic Railroad,2000,English,UK,85.0,G,http://www.imdb.com/title/tt0205461/?ref_=fn_tt_tt_1,Britt Allcroft,3.6,2855,15911333.0
The Crazies,2010,English,USA,101.0,R,http://www.imdb.com/title/tt0455407/?ref_=fn_tt_tt_1,Breck Eisner,6.5,93272,39103378.0
Spirited Away,2001,Japanese,Japan,125.0,PG,http://www.imdb.com/title/tt0245429/?ref_=fn_tt_tt_1,Hayao Miyazaki,8.6,417971,10049886.0
The Bounty,1984,English,UK,132.0,PG,http://www.imdb.com/title/tt0086993/?ref_=fn_tt_tt_1,Roger Donaldson,7.0,17982,8600000.0
The Book Thief,2013,English,USA,131.0,PG-13,http://www.imdb.com/title/tt0816442/?ref_=fn_tt_tt_1,Brian Percival,7.6,98741,21483154.0
Sex Drive,2008,English,USA,129.0,R,http://www.imdb.com/title/tt1135985/?ref_=fn_tt_tt_1,Sean Anders,6.5,72715,8396942.0
Leap Year,2010,English,USA,100.0,PG,http://www.imdb.com/title/tt1216492/?ref_=fn_tt_tt_1,Anand Tucker,6.4,71276,12561.0
The Fall of the Roman Empire,1964,English,USA,172.0,Approved,http://www.imdb.com/title/tt0058085/?ref_=fn_tt_tt_1,Anthony Mann,6.7,6156,
Take Me Home Tonight,2011,English,USA,97.0,R,http://www.imdb.com/title/tt0810922/?ref_=fn_tt_tt_1,Michael Dowse,6.3,43867,6923891.0
Won't Back Down,2012,English,USA,121.0,PG,http://www.imdb.com/title/tt1870529/?ref_=fn_tt_tt_1,Daniel Barnz,6.4,5147,5308553.0
The Nutcracker,1993,English,USA,92.0,G,http://www.imdb.com/title/tt0107719/?ref_=fn_tt_tt_1,Emile Ardolino,5.7,1153,2119994.0
Kansas City,1996,English,France,116.0,R,http://www.imdb.com/title/tt0116745/?ref_=fn_tt_tt_1,Robert Altman,6.3,3536,1292527.0
Indignation,2016,Hebrew,USA,110.0,R,http://www.imdb.com/title/tt4193394/?ref_=fn_tt_tt_1,James Schamus,7.8,550,560512.0
The Amityville Horror,2005,English,USA,90.0,R,http://www.imdb.com/title/tt0384806/?ref_=fn_tt_tt_1,Andrew Douglas,6.0,80903,64255243.0
Adaptation.,2002,English,USA,81.0,R,http://www.imdb.com/title/tt0268126/?ref_=fn_tt_tt_1,Spike Jonze,7.7,143251,22245861.0
Land of the Dead,2005,English,Canada,97.0,R,http://www.imdb.com/title/tt0418819/?ref_=fn_tt_tt_1,George A. Romero,6.2,78883,20433940.0
Out of Inferno,2013,Chinese,China,107.0,PG-13,http://www.imdb.com/title/tt2957680/?ref_=fn_tt_tt_1,Danny Pang,5.7,625,
Fear and Loathing in Las Vegas,1998,English,USA,118.0,R,http://www.imdb.com/title/tt0120669/?ref_=fn_tt_tt_1,Terry Gilliam,7.7,213226,10562387.0
The Invention of Lying,2009,English,USA,100.0,PG-13,http://www.imdb.com/title/tt1058017/?ref_=fn_tt_tt_1,Ricky Gervais,6.4,94292,18439082.0
Neighbors,2014,English,USA,97.0,R,http://www.imdb.com/title/tt2004420/?ref_=fn_tt_tt_1,Nicholas Stoller,6.4,216581,150056505.0
The Mask,1994,English,USA,114.0,PG-13,http://www.imdb.com/title/tt0110475/?ref_=fn_tt_tt_1,Chuck Russell,6.9,265818,119938730.0
Big,1988,English,USA,130.0,PG,http://www.imdb.com/title/tt0094737/?ref_=fn_tt_tt_1,Penny Marshall,7.3,153468,114968774.0
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,English,USA,82.0,R,http://www.imdb.com/title/tt0443453/?ref_=fn_tt_tt_1,Larry Charles,7.3,297014,128505958.0
Legally Blonde,2001,English,USA,96.0,PG-13,http://www.imdb.com/title/tt0250494/?ref_=fn_tt_tt_1,Robert Luketic,6.2,131801,95001351.0
Star Trek III: The Search for Spock,1984,English,USA,105.0,PG,http://www.imdb.com/title/tt0088170/?ref_=fn_tt_tt_1,Leonard Nimoy,6.6,58743,76400000.0
The Exorcism of Emily Rose,2005,English,USA,122.0,PG-13,http://www.imdb.com/title/tt0404032/?ref_=fn_tt_tt_1,Scott Derrickson,6.7,96569,75072454.0
Deuce Bigalow: Male Gigolo,1999,English,USA,88.0,R,http://www.imdb.com/title/tt0205000/?ref_=fn_tt_tt_1,Mike Mitchell,5.7,59380,65535067.0
Left Behind,2014,English,USA,110.0,PG-13,http://www.imdb.com/title/tt2467046/?ref_=fn_tt_tt_1,Vic Armstrong,3.1,24854,13998282.0
The Family Stone,2005,English,USA,103.0,PG-13,http://www.imdb.com/title/tt0356680/?ref_=fn_tt_tt_1,Thomas Bezucha,6.3,49077,6061759.0
Barbershop 2: Back in Business,2004,English,USA,106.0,PG-13,http://www.imdb.com/title/tt0337579/?ref_=fn_tt_tt_1,Kevin Rodney Sullivan,5.7,10104,64955956.0
Bad Santa,2003,English,USA,98.0,R,http://www.imdb.com/title/tt0307987/?ref_=fn_tt_tt_1,Terry Zwigoff,7.1,107815,60057639.0
Austin Powers: International Man of Mystery,1997,English,USA,68.0,PG-13,http://www.imdb.com/title/tt0118655/?ref_=fn_tt_tt_1,Jay Roach,7.0,183425,53868030.0
My Big Fat Greek Wedding 2,2016,English,USA,94.0,PG-13,http://www.imdb.com/title/tt3760922/?ref_=fn_tt_tt_1,Kirk Jones,6.1,13562,59573085.0
Diary of a Wimpy Kid: Rodrick Rules,2011,English,USA,99.0,PG,http://www.imdb.com/title/tt1650043/?ref_=fn_tt_tt_1,David Bowers,6.6,18727,52691009.0
Predator,1987,English,USA,107.0,R,http://www.imdb.com/title/tt0093773/?ref_=fn_tt_tt_1,John McTiernan,7.8,290949,59735548.0
Amadeus,1984,English,USA,180.0,R,http://www.imdb.com/title/tt0086879/?ref_=fn_tt_tt_1,Milos Forman,8.3,270790,51600000.0
Prom Night,2008,English,USA,89.0,PG-13,http://www.imdb.com/title/tt0926129/?ref_=fn_tt_tt_1,Nelson McCormick,3.9,27664,43818159.0
Mean Girls,2004,English,USA,97.0,PG-13,http://www.imdb.com/title/tt0377092/?ref_=fn_tt_tt_1,Mark Waters,7.0,245989,86049418.0
Under the Tuscan Sun,2003,English,USA,113.0,PG-13,http://www.imdb.com/title/tt0328589/?ref_=fn_tt_tt_1,Audrey Wells,6.7,35718,43601508.0
Gosford Park,2001,English,UK,131.0,R,http://www.imdb.com/title/tt0280707/?ref_=fn_tt_tt_1,Robert Altman,7.3,65201,41300105.0
Peggy Sue Got Married,1986,English,USA,103.0,PG-13,http://www.imdb.com/title/tt0091738/?ref_=fn_tt_tt_1,Francis Ford Coppola,6.3,27149,41382841.0
Birdman or (The Unexpected Virtue of Ignorance),2014,English,USA,119.0,R,http://www.imdb.com/title/tt2562232/?ref_=fn_tt_tt_1,Alejandro G. Iñárritu,7.8,395087,42335698.0
Blue Jasmine,2013,English,USA,98.0,PG-13,http://www.imdb.com/title/tt2334873/?ref_=fn_tt_tt_1,Woody Allen,7.3,150082,33404871.0
United 93,2006,English,USA,111.0,R,http://www.imdb.com/title/tt0475276/?ref_=fn_tt_tt_1,Paul Greengrass,7.6,83374,31471430.0
Honey,2003,English,USA,94.0,PG-13,http://www.imdb.com/title/tt0322589/?ref_=fn_tt_tt_1,Bille Woodruff,5.3,36666,30222640.0
Spy Hard,1996,English,USA,81.0,PG-13,http://www.imdb.com/title/tt0117723/?ref_=fn_tt_tt_1,Rick Friedberg,5.3,29621,26906039.0
The Fog,1980,English,USA,89.0,R,http://www.imdb.com/title/tt0080749/?ref_=fn_tt_tt_1,John Carpenter,6.8,46492,21378000.0
Soul Surfer,2011,English,USA,106.0,PG,http://www.imdb.com/title/tt1596346/?ref_=fn_tt_tt_1,Sean McNamara,7.1,35514,43853424.0
Catch-22,1970,English,USA,122.0,R,http://www.imdb.com/title/tt0065528/?ref_=fn_tt_tt_1,Mike Nichols,7.2,17277,
Observe and Report,2009,English,USA,86.0,R,http://www.imdb.com/title/tt1197628/?ref_=fn_tt_tt_1,Jody Hill,5.8,52467,23993605.0
Conan the Destroyer,1984,English,USA,103.0,PG,http://www.imdb.com/title/tt0087078/?ref_=fn_tt_tt_1,Richard Fleischer,5.8,62009,26400000.0
Raging Bull,1980,English,USA,121.0,R,http://www.imdb.com/title/tt0081398/?ref_=fn_tt_tt_1,Martin Scorsese,8.3,235133,45250.0
Love Happens,2009,English,USA,109.0,PG-13,http://www.imdb.com/title/tt0899106/?ref_=fn_tt_tt_1,Brandon Camp,5.6,25344,22927390.0
Young Sherlock Holmes,1985,English,USA,109.0,PG-13,http://www.imdb.com/title/tt0090357/?ref_=fn_tt_tt_1,Barry Levinson,6.8,14870,4250320.0
Fame,2009,English,USA,123.0,PG,http://www.imdb.com/title/tt1016075/?ref_=fn_tt_tt_1,Kevin Tancharoen,5.0,14062,22452209.0
127 Hours,2010,English,USA,94.0,R,http://www.imdb.com/title/tt1542344/?ref_=fn_tt_tt_1,Danny Boyle,7.6,279179,18329466.0
Small Time Crooks,2000,English,USA,94.0,PG,http://www.imdb.com/title/tt0196216/?ref_=fn_tt_tt_1,Woody Allen,6.7,31169,17071230.0
Center Stage,2000,English,USA,115.0,PG-13,http://www.imdb.com/title/tt0210616/?ref_=fn_tt_tt_1,Nicholas Hytner,6.7,15817,17174870.0
Love the Coopers,2015,English,USA,107.0,PG-13,http://www.imdb.com/title/tt2279339/?ref_=fn_tt_tt_1,Jessie Nelson,5.7,9051,26284475.0
Catch That Kid,2004,English,USA,91.0,PG,http://www.imdb.com/title/tt0337917/?ref_=fn_tt_tt_1,Bart Freundlich,5.2,8023,16702864.0
Life as a House,2001,English,USA,125.0,R,http://www.imdb.com/title/tt0264796/?ref_=fn_tt_tt_1,Irwin Winkler,7.5,39105,15561627.0
Steve Jobs,2015,English,UK,122.0,R,http://www.imdb.com/title/tt2080374/?ref_=fn_tt_tt_1,Danny Boyle,7.2,93548,17750583.0
"I Love You, Beth Cooper",2009,English,Canada,102.0,PG-13,http://www.imdb.com/title/tt1032815/?ref_=fn_tt_tt_1,Chris Columbus,5.3,28209,14793904.0
Youth in Revolt,2009,English,USA,90.0,R,http://www.imdb.com/title/tt0403702/?ref_=fn_tt_tt_1,Miguel Arteta,6.5,64646,15281286.0
The Legend of the Lone Ranger,1981,English,USA,98.0,PG,http://www.imdb.com/title/tt0082648/?ref_=fn_tt_tt_1,William A. Fraker,5.0,1400,8000000.0
The Tailor of Panama,2001,English,USA,109.0,R,http://www.imdb.com/title/tt0236784/?ref_=fn_tt_tt_1,John Boorman,6.1,23728,13491653.0
Blow Out,1981,English,USA,107.0,R,http://www.imdb.com/title/tt0082085/?ref_=fn_tt_tt_1,Brian De Palma,7.4,27629,
Getaway,2013,English,USA,90.0,PG-13,http://www.imdb.com/title/tt2167202/?ref_=fn_tt_tt_1,Courtney Solomon,4.4,19586,10494494.0
The Ice Storm,1997,English,USA,112.0,R,http://www.imdb.com/title/tt0119349/?ref_=fn_tt_tt_1,Ang Lee,7.5,46396,7837632.0
And So It Goes,2014,English,USA,94.0,PG-13,http://www.imdb.com/title/tt2465146/?ref_=fn_tt_tt_1,Rob Reiner,5.7,8895,15155772.0
Troop Beverly Hills,1989,English,USA,105.0,PG,http://www.imdb.com/title/tt0098519/?ref_=fn_tt_tt_1,Jeff Kanew,5.5,7470,8508843.0
Being Julia,2004,English,Canada,104.0,R,http://www.imdb.com/title/tt0340012/?ref_=fn_tt_tt_1,István Szabó,7.1,10680,7739049.0
9½ Weeks,1986,English,USA,112.0,R,http://www.imdb.com/title/tt0091635/?ref_=fn_tt_tt_1,Adrian Lyne,5.9,29591,6734844.0
Dragonslayer,1981,English,USA,108.0,PG,http://www.imdb.com/title/tt0082288/?ref_=fn_tt_tt_1,Matthew Robbins,6.7,10832,6000000.0
The Last Station,2009,English,Germany,112.0,R,http://www.imdb.com/title/tt0824758/?ref_=fn_tt_tt_1,Michael Hoffman,7.0,15352,6615578.0
Ed Wood,1994,English,USA,127.0,R,http://www.imdb.com/title/tt0109707/?ref_=fn_tt_tt_1,Tim Burton,7.9,142416,5887457.0
Labor Day,2013,English,USA,111.0,PG-13,http://www.imdb.com/title/tt1967545/?ref_=fn_tt_tt_1,Jason Reitman,6.9,31898,13362308.0
Mongol: The Rise of Genghis Khan,2007,Mongolian,Russia,126.0,R,http://www.imdb.com/title/tt0416044/?ref_=fn_tt_tt_1,Sergey Bodrov,7.3,37635,5701643.0
RocknRolla,2008,English,UK,114.0,R,http://www.imdb.com/title/tt1032755/?ref_=fn_tt_tt_1,Guy Ritchie,7.3,194489,5694401.0
Megaforce,1982,English,USA,99.0,PG,http://www.imdb.com/title/tt0084316/?ref_=fn_tt_tt_1,Hal Needham,3.5,2541,5333658.0
Hamlet,1996,English,UK,150.0,PG-13,http://www.imdb.com/title/tt0116477/?ref_=fn_tt_tt_1,Kenneth Branagh,7.8,30618,4414535.0
Mao's Last Dancer,2009,English,Australia,117.0,PG,http://www.imdb.com/title/tt1071812/?ref_=fn_tt_tt_1,Bruce Beresford,7.4,6091,4806750.0
Midnight Special,2016,English,Greece,112.0,PG-13,http://www.imdb.com/title/tt2649554/?ref_=fn_tt_tt_1,Jeff Nichols,6.7,31359,3707794.0
Anything Else,2003,English,USA,108.0,R,http://www.imdb.com/title/tt0313792/?ref_=fn_tt_tt_1,Woody Allen,6.4,25165,3203044.0
The Railway Man,2013,English,Australia,116.0,R,http://www.imdb.com/title/tt2058107/?ref_=fn_tt_tt_1,Jonathan Teplitzky,7.1,27882,4435083.0
The White Ribbon,2009,German,Germany,144.0,R,http://www.imdb.com/title/tt1149362/?ref_=fn_tt_tt_1,Michael Haneke,7.8,52958,2222647.0
The Wraith,1986,English,USA,93.0,R,http://www.imdb.com/title/tt0092240/?ref_=fn_tt_tt_1,Mike Marvin,5.9,10082,3500000.0
The Salton Sea,2002,English,USA,103.0,R,http://www.imdb.com/title/tt0235737/?ref_=fn_tt_tt_1,D.J. Caruso,7.2,26730,676698.0
Metallica Through the Never,2013,English,USA,93.0,R,http://www.imdb.com/title/tt2172935/?ref_=fn_tt_tt_1,Nimród Antal,7.2,13359,3419967.0
The Informers,2008,English,Germany,98.0,R,http://www.imdb.com/title/tt0865554/?ref_=fn_tt_tt_1,Gregor Jordan,5.1,14324,
I Come with the Rain,2009,English,France,114.0,Not Rated,http://www.imdb.com/title/tt1024744/?ref_=fn_tt_tt_1,Tran Anh Hung,5.5,2541,
One Man's Hero,1999,English,Spain,121.0,R,http://www.imdb.com/title/tt0120775/?ref_=fn_tt_tt_1,Lance Hool,6.2,899,229311.0
Day of the Dead,1985,English,USA,87.0,Unrated,http://www.imdb.com/title/tt0088993/?ref_=fn_tt_tt_1,George A. Romero,7.2,49669,
I Am Wrath,2016,English,USA,92.0,R,http://www.imdb.com/title/tt3212232/?ref_=fn_tt_tt_1,Chuck Russell,5.2,4510,
Renaissance,2006,English,France,105.0,R,http://www.imdb.com/title/tt0386741/?ref_=fn_tt_tt_1,Christian Volckman,6.7,14325,63260.0
Red Sonja,1985,English,Netherlands,89.0,PG-13,http://www.imdb.com/title/tt0089893/?ref_=fn_tt_tt_1,Richard Fleischer,5.0,30215,
Red Lights,2012,English,Spain,114.0,R,http://www.imdb.com/title/tt1748179/?ref_=fn_tt_tt_1,Rodrigo Cortés,6.2,48162,
Superbad,2007,English,USA,119.0,R,http://www.imdb.com/title/tt0829482/?ref_=fn_tt_tt_1,Greg Mottola,7.6,422606,121463226.0
Madea Goes to Jail,2009,English,USA,103.0,PG-13,http://www.imdb.com/title/tt1142800/?ref_=fn_tt_tt_1,Tyler Perry,4.1,9544,90485233.0
Wolves,2014,English,France,91.0,R,http://www.imdb.com/title/tt1403241/?ref_=fn_tt_tt_1,David Hayter,5.3,5693,
Step Up 2: The Streets,2008,English,USA,98.0,PG-13,http://www.imdb.com/title/tt1023481/?ref_=fn_tt_tt_1,Jon M. Chu,6.2,67653,58006147.0
Hoodwinked!,2005,English,USA,80.0,PG,http://www.imdb.com/title/tt0443536/?ref_=fn_tt_tt_1,Cory Edwards,6.5,45900,51053787.0
Hotel Rwanda,2004,English,UK,121.0,PG-13,http://www.imdb.com/title/tt0395169/?ref_=fn_tt_tt_1,Terry George,8.1,264533,23472900.0
Hitman,2007,English,France,94.0,R,http://www.imdb.com/title/tt0465494/?ref_=fn_tt_tt_1,Xavier Gens,6.3,140780,39687528.0
Black Nativity,2013,English,USA,93.0,PG,http://www.imdb.com/title/tt1425922/?ref_=fn_tt_tt_1,Kasi Lemmons,4.4,1633,7017178.0
The Prince,2014,English,USA,93.0,R,http://www.imdb.com/title/tt1085492/?ref_=fn_tt_tt_1,Brian A Miller,4.6,13133,
City of Ghosts,2002,English,USA,116.0,R,http://www.imdb.com/title/tt0164003/?ref_=fn_tt_tt_1,Matt Dillon,6.0,4387,325491.0
The Others,2001,English,USA,101.0,PG-13,http://www.imdb.com/title/tt0230600/?ref_=fn_tt_tt_1,Alejandro Amenábar,7.6,268581,96471845.0
Aliens,1986,English,USA,154.0,R,http://www.imdb.com/title/tt0090605/?ref_=fn_tt_tt_1,James Cameron,8.4,488537,85200000.0
My Fair Lady,1964,English,USA,170.0,Approved,http://www.imdb.com/title/tt0058385/?ref_=fn_tt_tt_1,George Cukor,7.9,66959,72000000.0
I Know What You Did Last Summer,1997,English,USA,99.0,R,http://www.imdb.com/title/tt0119345/?ref_=fn_tt_tt_1,Jim Gillespie,5.6,105585,72219395.0
Let's Be Cops,2014,English,USA,104.0,R,http://www.imdb.com/title/tt1924435/?ref_=fn_tt_tt_1,Luke Greenfield,6.5,106820,82389560.0
Sideways,2004,English,USA,126.0,R,http://www.imdb.com/title/tt0375063/?ref_=fn_tt_tt_1,Alexander Payne,7.5,149966,71502303.0
Beerfest,2006,English,USA,110.0,R,http://www.imdb.com/title/tt0486551/?ref_=fn_tt_tt_1,Jay Chandrasekhar,6.3,54710,19179969.0
Halloween,1978,English,USA,101.0,R,http://www.imdb.com/title/tt0077651/?ref_=fn_tt_tt_1,John Carpenter,7.9,157857,47000000.0
Good Boy!,2003,English,USA,87.0,PG,http://www.imdb.com/title/tt0326900/?ref_=fn_tt_tt_1,John Hoffman,5.1,3407,37566230.0
The Best Man Holiday,2013,English,USA,123.0,R,http://www.imdb.com/title/tt2083355/?ref_=fn_tt_tt_1,Malcolm D. Lee,6.7,11600,70492685.0
Smokin' Aces,2006,English,UK,109.0,R,http://www.imdb.com/title/tt0475394/?ref_=fn_tt_tt_1,Joe Carnahan,6.7,121058,35635046.0
Saw 3D: The Final Chapter,2010,English,Canada,90.0,R,http://www.imdb.com/title/tt1477076/?ref_=fn_tt_tt_1,Kevin Greutert,5.6,67978,45670855.0
40 Days and 40 Nights,2002,English,USA,96.0,R,http://www.imdb.com/title/tt0243736/?ref_=fn_tt_tt_1,Michael Lehmann,5.6,62272,37939782.0
A Night at the Roxbury,1998,English,USA,82.0,PG-13,http://www.imdb.com/title/tt0120770/?ref_=fn_tt_tt_1,John Fortenberry,6.2,48458,30324946.0
Beastly,2011,English,USA,86.0,PG-13,http://www.imdb.com/title/tt1152398/?ref_=fn_tt_tt_1,Daniel Barnz,5.6,64190,27854896.0
The Hills Have Eyes,2006,English,USA,108.0,R,http://www.imdb.com/title/tt0454841/?ref_=fn_tt_tt_1,Alexandre Aja,6.4,129719,41777564.0
Dickie Roberts: Former Child Star,2003,English,USA,98.0,PG-13,http://www.imdb.com/title/tt0325258/?ref_=fn_tt_tt_1,Sam Weisman,5.6,11815,22734486.0
"McFarland, USA",2015,English,USA,129.0,PG,http://www.imdb.com/title/tt2097298/?ref_=fn_tt_tt_1,Niki Caro,7.4,23480,44469602.0
