movie_title,title_year,language,country,duration,content_rating,movie_imdb_link,director_name,imdb_score,num_voted_users,gross
Alex Rider: Operation Stormbreaker,2006,English,Germany,93.0,PG,http://www.imdb.com/title/tt0457495/?ref_=fn_tt_tt_1,Geoffrey Sax,5.1,20201,652526.0
Disturbia,2007,English,USA,105.0,PG-13,http://www.imdb.com/title/tt0486822/?ref_=fn_tt_tt_1,D.J. Caruso,6.9,186982,80050171.0
Hackers,1995,English,USA,107.0,PG-13,http://www.imdb.com/title/tt0113243/?ref_=fn_tt_tt_1,Iain Softley,6.2,54650,7564000.0
The Hunting Party,2007,English,USA,101.0,R,http://www.imdb.com/title/tt0455782/?ref_=fn_tt_tt_1,Richard Shepard,6.9,22010,876671.0
The Hudsucker Proxy,1994,English,UK,111.0,PG,http://www.imdb.com/title/tt0110074/?ref_=fn_tt_tt_1,Joel Coen,7.3,65474,2869369.0
The Warlords,2007,Mandarin,Hong Kong,113.0,R,http://www.imdb.com/title/tt0913968/?ref_=fn_tt_tt_1,Peter Ho-Sun Chan,7.1,22897,128978.0
Nomad: The Warrior,2005,Kazakh,France,112.0,R,http://www.imdb.com/title/tt0374089/?ref_=fn_tt_tt_1,Sergey Bodrov,6.0,3322,77231.0
Snowpiercer,2013,English,South Korea,126.0,R,http://www.imdb.com/title/tt1706620/?ref_=fn_tt_tt_1,Joon-ho Bong,7.0,181472,4563029.0
A Monster in Paris,2011,French,France,90.0,PG,http://www.imdb.com/title/tt0961097/?ref_=fn_tt_tt_1,Bibo Bergeron,6.8,15790,
The Last Shot,2004,English,USA,93.0,R,http://www.imdb.com/title/tt0357054/?ref_=fn_tt_tt_1,Jeff Nathanson,5.7,3789,463730.0
The Crow,1994,English,USA,98.0,R,http://www.imdb.com/title/tt0109506/?ref_=fn_tt_tt_1,Alex Proyas,7.6,136580,50693162.0
The Time Traveler's Wife,2009,English,USA,107.0,PG-13,http://www.imdb.com/title/tt0452694/?ref_=fn_tt_tt_1,Robert Schwentke,7.1,114925,63411478.0
Because I Said So,2007,English,USA,102.0,PG-13,http://www.imdb.com/title/tt0490084/?ref_=fn_tt_tt_1,Michael Lehmann,5.6,32412,42640890.0
Frankenweenie,2012,English,USA,87.0,PG,http://www.imdb.com/title/tt1142977/?ref_=fn_tt_tt_1,Tim Burton,7.0,73886,35287788.0
Serenity,2005,English,USA,119.0,PG-13,http://www.imdb.com/title/tt0379786/?ref_=fn_tt_tt_1,Joss Whedon,8.0,242599,25335935.0
Against the Ropes,2004,English,USA,110.0,PG-13,http://www.imdb.com/title/tt0312329/?ref_=fn_tt_tt_1,Charles S. Dutton,5.3,5917,5881504.0
Superman III,1983,English,UK,125.0,PG,http://www.imdb.com/title/tt0086393/?ref_=fn_tt_tt_1,Richard Lester,4.9,49934,60000000.0
Grudge Match,2013,English,USA,113.0,PG-13,http://www.imdb.com/title/tt1661382/?ref_=fn_tt_tt_1,Peter Segal,6.4,46480,29802761.0
Red Cliff,2008,Mandarin,China,150.0,R,http://www.imdb.com/title/tt0425637/?ref_=fn_tt_tt_1,John Woo,7.4,36894,626809.0
Sweet Home Alabama,2002,English,USA,108.0,PG-13,http://www.imdb.com/title/tt0256415/?ref_=fn_tt_tt_1,Andy Tennant,6.1,83786,127214072.0
The Ugly Truth,2009,English,USA,96.0,R,http://www.imdb.com/title/tt1142988/?ref_=fn_tt_tt_1,Robert Luketic,6.5,163665,88915214.0
Sgt. Bilko,1996,English,USA,93.0,PG,http://www.imdb.com/title/tt0117608/?ref_=fn_tt_tt_1,Jonathan Lynn,5.7,17810,30400000.0
Spy Kids 2: Island of Lost Dreams,2002,English,USA,100.0,PG,http://www.imdb.com/title/tt0287717/?ref_=fn_tt_tt_1,Robert Rodriguez,5.1,44885,85570368.0
Star Trek: Generations,1994,English,USA,118.0,PG,http://www.imdb.com/title/tt0111280/?ref_=fn_tt_tt_1,David Carson,6.6,60504,75668868.0
The Grandmaster,2013,Mandarin,Hong Kong,122.0,PG-13,http://www.imdb.com/title/tt1462900/?ref_=fn_tt_tt_1,Kar-Wai Wong,6.5,24557,6594136.0
Water for Elephants,2011,English,USA,120.0,PG-13,http://www.imdb.com/title/tt1067583/?ref_=fn_tt_tt_1,Francis Lawrence,6.9,95367,58700247.0
The Hurricane,1999,English,USA,146.0,R,http://www.imdb.com/title/tt0174856/?ref_=fn_tt_tt_1,Norman Jewison,7.6,76016,50668906.0
Enough,2002,English,USA,115.0,PG-13,http://www.imdb.com/title/tt0278435/?ref_=fn_tt_tt_1,Michael Apted,5.6,30667,39177215.0
Heartbreakers,2001,English,USA,123.0,PG-13,http://www.imdb.com/title/tt0125022/?ref_=fn_tt_tt_1,David Mirkin,6.2,44168,40334024.0
Paul Blart: Mall Cop 2,2015,English,USA,94.0,PG,http://www.imdb.com/title/tt3450650/?ref_=fn_tt_tt_1,Andy Fickman,4.4,23473,71038190.0
Angel Eyes,2001,English,USA,102.0,R,http://www.imdb.com/title/tt0225071/?ref_=fn_tt_tt_1,Luis Mandoki,5.6,19686,24044532.0
Joe Somebody,2001,English,USA,98.0,PG,http://www.imdb.com/title/tt0279889/?ref_=fn_tt_tt_1,John Pasquin,5.5,8433,22770864.0
The Ninth Gate,1999,English,Spain,133.0,R,http://www.imdb.com/title/tt0142688/?ref_=fn_tt_tt_1,Roman Polanski,6.7,137722,18653746.0
Extreme Measures,1996,English,USA,118.0,R,http://www.imdb.com/title/tt0116259/?ref_=fn_tt_tt_1,Michael Apted,6.1,14066,17305211.0
Rock Star,2001,English,USA,105.0,R,http://www.imdb.com/title/tt0202470/?ref_=fn_tt_tt_1,Stephen Herek,6.2,34592,16991902.0
Precious,2009,English,USA,109.0,R,http://www.imdb.com/title/tt0929632/?ref_=fn_tt_tt_1,Lee Daniels,7.3,86955,47536959.0
White Squall,1996,English,USA,129.0,PG-13,http://www.imdb.com/title/tt0118158/?ref_=fn_tt_tt_1,Ridley Scott,6.6,17859,10300000.0
The Thing,1982,English,USA,109.0,R,http://www.imdb.com/title/tt0084787/?ref_=fn_tt_tt_1,John Carpenter,8.2,258078,13782838.0
Riddick,2013,English,USA,127.0,R,http://www.imdb.com/title/tt1411250/?ref_=fn_tt_tt_1,David Twohy,6.4,125305,41997790.0
Switchback,1997,English,USA,118.0,R,http://www.imdb.com/title/tt0119210/?ref_=fn_tt_tt_1,Jeb Stuart,6.4,9740,6482195.0
Texas Rangers,2001,English,USA,110.0,PG-13,http://www.imdb.com/title/tt0193560/?ref_=fn_tt_tt_1,Steve Miner,5.2,4757,623374.0
City of Ember,2008,English,USA,90.0,PG,http://www.imdb.com/title/tt0970411/?ref_=fn_tt_tt_1,Gil Kenan,6.5,52908,7871693.0
The Master,2012,English,USA,144.0,R,http://www.imdb.com/title/tt1560747/?ref_=fn_tt_tt_1,Paul Thomas Anderson,7.1,105144,16377274.0
Virgin Territory,2007,English,Italy,97.0,R,http://www.imdb.com/title/tt0437954/?ref_=fn_tt_tt_1,David Leland,4.8,6691,
The Express,2008,English,USA,130.0,PG,http://www.imdb.com/title/tt0469903/?ref_=fn_tt_tt_1,Gary Fleder,7.3,16673,9589875.0
The 5th Wave,2016,English,USA,112.0,PG-13,http://www.imdb.com/title/tt2304933/?ref_=fn_tt_tt_1,J Blakeson,5.2,55617,34912982.0
Creed,2015,English,USA,133.0,PG-13,http://www.imdb.com/title/tt3076658/?ref_=fn_tt_tt_1,Ryan Coogler,7.7,146708,109712885.0
The Town,2010,English,USA,150.0,R,http://www.imdb.com/title/tt0840361/?ref_=fn_tt_tt_1,Ben Affleck,7.6,280228,92173235.0
What to Expect When You're Expecting,2012,English,USA,110.0,PG-13,http://www.imdb.com/title/tt1586265/?ref_=fn_tt_tt_1,Kirk Jones,5.7,57266,41102171.0
Burn After Reading,2008,English,USA,96.0,R,http://www.imdb.com/title/tt0887883/?ref_=fn_tt_tt_1,Ethan Coen,7.0,248468,60338891.0
Nim's Island,2008,English,USA,96.0,PG,http://www.imdb.com/title/tt0410377/?ref_=fn_tt_tt_1,Jennifer Flackett,6.0,28109,48006503.0
Rush,2013,English,UK,123.0,R,http://www.imdb.com/title/tt1979320/?ref_=fn_tt_tt_1,Ron Howard,8.1,312629,26903709.0
Magnolia,1999,English,USA,188.0,R,http://www.imdb.com/title/tt0175880/?ref_=fn_tt_tt_1,Paul Thomas Anderson,8.0,241030,22450975.0
Cop Out,2010,English,USA,107.0,R,http://www.imdb.com/title/tt1385867/?ref_=fn_tt_tt_1,Kevin Smith,5.6,75347,44867349.0
How to Be Single,2016,English,USA,110.0,R,http://www.imdb.com/title/tt1292566/?ref_=fn_tt_tt_1,Christian Ditter,6.1,39440,46813366.0
Dolphin Tale,2011,English,USA,113.0,PG,http://www.imdb.com/title/tt1564349/?ref_=fn_tt_tt_1,Charles Martin Smith,6.9,17948,72279690.0
Twilight,2008,English,USA,122.0,PG-13,http://www.imdb.com/title/tt1099212/?ref_=fn_tt_tt_1,Catherine Hardwicke,5.2,348007,191449475.0
John Q,2002,English,USA,116.0,PG-13,http://www.imdb.com/title/tt0251160/?ref_=fn_tt_tt_1,Nick Cassavetes,7.0,98899,71026631.0
Blue Streak,1999,English,USA,93.0,PG-13,http://www.imdb.com/title/tt0181316/?ref_=fn_tt_tt_1,Les Mayfield,6.3,60572,68208190.0
We're the Millers,2013,English,USA,118.0,R,http://www.imdb.com/title/tt1723121/?ref_=fn_tt_tt_1,Rawson Marshall Thurber,7.0,316671,150368971.0
Breakdown,1997,English,USA,93.0,R,http://www.imdb.com/title/tt0118771/?ref_=fn_tt_tt_1,Jonathan Mostow,6.9,38399,50129186.0
Never Say Never Again,1983,English,UK,121.0,PG,http://www.imdb.com/title/tt0086006/?ref_=fn_tt_tt_1,Irvin Kershner,6.2,48636,55500000.0
Hot Tub Time Machine,2010,English,USA,101.0,R,http://www.imdb.com/title/tt1231587/?ref_=fn_tt_tt_1,Steve Pink,6.4,139184,50213619.0
Dolphin Tale 2,2014,English,USA,107.0,PG,http://www.imdb.com/title/tt2978462/?ref_=fn_tt_tt_1,Charles Martin Smith,6.4,6069,42019483.0
Reindeer Games,2000,English,USA,124.0,R,http://www.imdb.com/title/tt0184858/?ref_=fn_tt_tt_1,John Frankenheimer,5.7,31113,23360779.0
A Man Apart,2003,English,USA,109.0,R,http://www.imdb.com/title/tt0266465/?ref_=fn_tt_tt_1,F. Gary Gray,6.1,38348,26183197.0
Aloha,2015,English,USA,105.0,PG-13,http://www.imdb.com/title/tt1243974/?ref_=fn_tt_tt_1,Cameron Crowe,5.4,39778,20991497.0
Ghosts of Mississippi,1996,English,USA,130.0,PG-13,http://www.imdb.com/title/tt0116410/?ref_=fn_tt_tt_1,Rob Reiner,6.7,8531,13052741.0
Snow Falling on Cedars,1999,English,USA,127.0,PG-13,http://www.imdb.com/title/tt0120834/?ref_=fn_tt_tt_1,Scott Hicks,6.8,12375,14378353.0
The Rite,2011,English,USA,114.0,PG-13,http://www.imdb.com/title/tt1161864/?ref_=fn_tt_tt_1,Mikael Håfström,6.0,75864,33037754.0
Gattaca,1997,English,USA,106.0,PG-13,http://www.imdb.com/title/tt0119177/?ref_=fn_tt_tt_1,Andrew Niccol,7.8,220591,12339633.0
Isn't She Great,2000,English,USA,95.0,R,http://www.imdb.com/title/tt0141399/?ref_=fn_tt_tt_1,Andrew Bergman,5.3,1977,2954405.0
Space Chimps,2008,English,USA,81.0,G,http://www.imdb.com/title/tt0482603/?ref_=fn_tt_tt_1,Kirk De Micco,4.5,8860,30105968.0
Head of State,2003,English,USA,95.0,PG-13,http://www.imdb.com/title/tt0325537/?ref_=fn_tt_tt_1,Chris Rock,5.4,15046,37788228.0
The Hangover,2009,English,USA,108.0,R,http://www.imdb.com/title/tt1119646/?ref_=fn_tt_tt_1,Todd Phillips,7.8,583341,277313371.0
Ip Man 3,2015,Cantonese,Hong Kong,105.0,PG-13,http://www.imdb.com/title/tt2888046/?ref_=fn_tt_tt_1,Wilson Yip,7.2,21912,2126511.0
Austin Powers: The Spy Who Shagged Me,1999,English,USA,95.0,PG-13,http://www.imdb.com/title/tt0145660/?ref_=fn_tt_tt_1,Jay Roach,6.6,181225,205399422.0
Batman,1989,English,USA,126.0,PG-13,http://www.imdb.com/title/tt0096895/?ref_=fn_tt_tt_1,Tim Burton,7.6,269033,251188924.0
There Be Dragons,2011,English,Spain,102.0,PG-13,http://www.imdb.com/title/tt1316616/?ref_=fn_tt_tt_1,Roland Joffé,5.9,3865,1068392.0
Lethal Weapon 3,1992,English,USA,121.0,R,http://www.imdb.com/title/tt0104714/?ref_=fn_tt_tt_1,Richard Donner,6.7,128010,144731527.0
The Blind Side,2009,English,USA,129.0,PG-13,http://www.imdb.com/title/tt0878804/?ref_=fn_tt_tt_1,John Lee Hancock,7.7,223127,255950375.0
Spy Kids,2001,English,USA,88.0,PG,http://www.imdb.com/title/tt0227538/?ref_=fn_tt_tt_1,Robert Rodriguez,5.4,84325,112692062.0
Horrible Bosses,2011,English,USA,106.0,R,http://www.imdb.com/title/tt1499658/?ref_=fn_tt_tt_1,Seth Gordon,6.9,353442,117528646.0
True Grit,2010,English,USA,110.0,PG-13,http://www.imdb.com/title/tt1403865/?ref_=fn_tt_tt_1,Ethan Coen,7.7,240962,171031347.0
The Devil Wears Prada,2006,English,USA,109.0,PG-13,http://www.imdb.com/title/tt0458352/?ref_=fn_tt_tt_1,David Frankel,6.8,286178,124732962.0
Star Trek: The Motion Picture,1979,English,USA,143.0,PG,http://www.imdb.com/title/tt0079945/?ref_=fn_tt_tt_1,Robert Wise,6.4,63330,82300000.0
Identity Thief,2013,English,USA,120.0,R,http://www.imdb.com/title/tt2024432/?ref_=fn_tt_tt_1,Seth Gordon,5.7,97664,134455175.0
Cape Fear,1991,English,USA,128.0,R,http://www.imdb.com/title/tt0101540/?ref_=fn_tt_tt_1,Martin Scorsese,7.3,127503,79100000.0
21,2008,English,USA,123.0,PG-13,http://www.imdb.com/title/tt0478087/?ref_=fn_tt_tt_1,Robert Luketic,6.8,191470,81159365.0
Trainwreck,2015,English,Japan,129.0,R,http://www.imdb.com/title/tt3152624/?ref_=fn_tt_tt_1,Judd Apatow,6.3,94241,110008260.0
Guess Who,2005,English,USA,105.0,PG-13,http://www.imdb.com/title/tt0372237/?ref_=fn_tt_tt_1,Kevin Rodney Sullivan,5.9,33887,67962333.0
The English Patient,1996,English,USA,162.0,R,http://www.imdb.com/title/tt0116209/?ref_=fn_tt_tt_1,Anthony Minghella,7.4,142067,78651430.0
L.A. Confidential,1997,English,USA,138.0,R,http://www.imdb.com/title/tt0119488/?ref_=fn_tt_tt_1,Curtis Hanson,8.3,414219,64604977.0
Sky High,2005,English,USA,100.0,PG,http://www.imdb.com/title/tt0405325/?ref_=fn_tt_tt_1,Mike Mitchell,6.2,61321,63939454.0
In & Out,1997,English,USA,90.0,PG-13,http://www.imdb.com/title/tt0119360/?ref_=fn_tt_tt_1,Frank Oz,6.3,32416,63826569.0
Species,1995,English,USA,108.0,R,http://www.imdb.com/title/tt0114508/?ref_=fn_tt_tt_1,Roger Donaldson,5.8,61018,60054449.0
A Nightmare on Elm Street,1984,English,USA,101.0,X,http://www.imdb.com/title/tt0087800/?ref_=fn_tt_tt_1,Wes Craven,7.5,149285,26505000.0
The Cell,2000,English,USA,109.0,R,http://www.imdb.com/title/tt0209958/?ref_=fn_tt_tt_1,Tarsem Singh,6.3,79877,61280963.0
The Man in the Iron Mask,1998,English,USA,132.0,PG-13,http://www.imdb.com/title/tt0120744/?ref_=fn_tt_tt_1,Randall Wallace,6.4,125219,56876365.0
Secretariat,2010,English,USA,123.0,PG,http://www.imdb.com/title/tt1028576/?ref_=fn_tt_tt_1,Randall Wallace,7.2,20827,59699513.0
TMNT,2007,English,Hong Kong,87.0,PG,http://www.imdb.com/title/tt0453556/?ref_=fn_tt_tt_1,Kevin Munroe,6.3,53786,54132596.0
Radio,2003,English,USA,109.0,PG,http://www.imdb.com/title/tt0316465/?ref_=fn_tt_tt_1,Michael Tollin,6.9,32370,52277485.0
Friends with Benefits,2011,English,USA,109.0,R,http://www.imdb.com/title/tt1632708/?ref_=fn_tt_tt_1,Will Gluck,6.6,270228,55802754.0
Neighbors 2: Sorority Rising,2016,English,USA,92.0,R,http://www.imdb.com/title/tt4438848/?ref_=fn_tt_tt_1,Nicholas Stoller,6.0,28041,55291815.0
Saving Mr. Banks,2013,English,USA,125.0,PG-13,http://www.imdb.com/title/tt2140373/?ref_=fn_tt_tt_1,John Lee Hancock,7.5,117719,83299761.0
Malcolm X,1992,English,USA,202.0,PG-13,http://www.imdb.com/title/tt0104797/?ref_=fn_tt_tt_1,Spike Lee,7.7,63923,48169908.0
This Is 40,2012,English,USA,134.0,R,http://www.imdb.com/title/tt1758830/?ref_=fn_tt_tt_1,Judd Apatow,6.2,104005,67523385.0
Old Dogs,2009,English,USA,88.0,PG,http://www.imdb.com/title/tt0976238/?ref_=fn_tt_tt_1,Walt Becker,5.4,31191,49474048.0
Underworld: Rise of the Lycans,2009,English,USA,92.0,R,http://www.imdb.com/title/tt0834001/?ref_=fn_tt_tt_1,Patrick Tatopoulos,6.6,119974,45802315.0
License to Wed,2007,English,USA,91.0,PG-13,http://www.imdb.com/title/tt0762114/?ref_=fn_tt_tt_1,Ken Kwapis,5.3,32157,43792641.0
The Benchwarmers,2006,English,USA,75.0,PG-13,http://www.imdb.com/title/tt0437863/?ref_=fn_tt_tt_1,Dennis Dugan,5.6,40651,57651794.0
Must Love Dogs,2005,English,USA,98.0,PG-13,http://www.imdb.com/title/tt0417001/?ref_=fn_tt_tt_1,Gary David Goldberg,5.9,25883,43894863.0
Donnie Brasco,1997,English,USA,147.0,R,http://www.imdb.com/title/tt0119008/?ref_=fn_tt_tt_1,Mike Newell,7.8,225122,41954997.0
Resident Evil,2002,English,UK,100.0,R,http://www.imdb.com/title/tt0120804/?ref_=fn_tt_tt_1,Paul W.S. Anderson,6.7,198701,39532308.0
Poltergeist,1982,English,USA,120.0,PG,http://www.imdb.com/title/tt0084516/?ref_=fn_tt_tt_1,Tobe Hooper,7.4,105446,76600000.0
The Ladykillers,2004,English,USA,104.0,R,http://www.imdb.com/title/tt0335245/?ref_=fn_tt_tt_1,Ethan Coen,6.2,84131,39692139.0
Max Payne,2008,English,Canada,103.0,PG-13,http://www.imdb.com/title/tt0467197/?ref_=fn_tt_tt_1,John Moore,5.4,107772,40687294.0
In Time,2011,English,USA,109.0,PG-13,http://www.imdb.com/title/tt1637688/?ref_=fn_tt_tt_1,Andrew Niccol,6.7,304318,37553932.0
The Back-up Plan,2010,English,USA,104.0,PG-13,http://www.imdb.com/title/tt1212436/?ref_=fn_tt_tt_1,Alan Poul,5.3,40654,37481242.0
Something Borrowed,2011,English,USA,112.0,PG-13,http://www.imdb.com/title/tt0491152/?ref_=fn_tt_tt_1,Luke Greenfield,5.9,48019,39026186.0
Black Knight,2001,English,USA,95.0,PG-13,http://www.imdb.com/title/tt0265087/?ref_=fn_tt_tt_1,Gil Junger,4.8,30771,33422806.0
The Bad News Bears,1976,English,USA,102.0,PG,http://www.imdb.com/title/tt0074174/?ref_=fn_tt_tt_1,Michael Ritchie,7.3,16323,
Street Fighter,1994,English,Japan,102.0,PG-13,http://www.imdb.com/title/tt0111301/?ref_=fn_tt_tt_1,Steven E. de Souza,3.8,53115,33423521.0
The Pianist,2002,English,France,150.0,R,http://www.imdb.com/title/tt0253474/?ref_=fn_tt_tt_1,Roman Polanski,8.5,497946,32519322.0
The Nativity Story,2006,English,USA,101.0,PG,http://www.imdb.com/title/tt0762121/?ref_=fn_tt_tt_1,Catherine Hardwicke,6.8,8143,37617947.0
House of Wax,2005,English,Australia,108.0,R,http://www.imdb.com/title/tt0397065/?ref_=fn_tt_tt_1,Jaume Collet-Serra,5.3,94456,32048809.0
Closer,2004,English,USA,98.0,R,http://www.imdb.com/title/tt0376541/?ref_=fn_tt_tt_1,Mike Nichols,7.3,168314,33987757.0
J. Edgar,2011,English,USA,137.0,R,http://www.imdb.com/title/tt1616195/?ref_=fn_tt_tt_1,Clint Eastwood,6.6,102728,37304950.0
Mirrors,2008,English,USA,112.0,R,http://www.imdb.com/title/tt0790686/?ref_=fn_tt_tt_1,Alexandre Aja,6.2,86205,30691439.0
Queen of the Damned,2002,English,USA,101.0,R,http://www.imdb.com/title/tt0238546/?ref_=fn_tt_tt_1,Michael Rymer,5.2,43991,30307804.0
Predator 2,1990,English,USA,103.0,R,http://www.imdb.com/title/tt0100403/?ref_=fn_tt_tt_1,Stephen Hopkins,6.2,105478,30669413.0
Untraceable,2008,English,USA,101.0,R,http://www.imdb.com/title/tt0880578/?ref_=fn_tt_tt_1,Gregory Hoblit,6.2,40964,28687835.0
Blast from the Past,1999,English,USA,112.0,PG-13,http://www.imdb.com/title/tt0124298/?ref_=fn_tt_tt_1,Hugh Wilson,6.6,48621,26494611.0
Flash Gordon,1980,English,UK,111.0,PG,http://www.imdb.com/title/tt0080745/?ref_=fn_tt_tt_1,Mike Hodges,6.4,38017,
Jersey Girl,2004,English,USA,102.0,PG-13,http://www.imdb.com/title/tt0300051/?ref_=fn_tt_tt_1,Kevin Smith,6.2,54346,25266129.0
Alex Cross,2012,English,USA,101.0,PG-13,http://www.imdb.com/title/tt1712170/?ref_=fn_tt_tt_1,Rob Cohen,5.1,28257,25863915.0
Midnight in the Garden of Good and Evil,1997,English,USA,155.0,R,http://www.imdb.com/title/tt0119668/?ref_=fn_tt_tt_1,Clint Eastwood,6.6,31751,25078937.0
Heist,2015,English,USA,93.0,R,http://www.imdb.com/title/tt3276924/?ref_=fn_tt_tt_1,Scott Mann,6.1,16193,
Nanny McPhee Returns,2010,English,UK,109.0,PG,http://www.imdb.com/title/tt1415283/?ref_=fn_tt_tt_1,Susanna White,6.1,19230,28995450.0
Hoffa,1992,English,USA,140.0,R,http://www.imdb.com/title/tt0104427/?ref_=fn_tt_tt_1,Danny DeVito,6.6,17124,24276500.0
The X Files: I Want to Believe,2008,English,USA,108.0,PG-13,http://www.imdb.com/title/tt0443701/?ref_=fn_tt_tt_1,Chris Carter,5.9,78256,20981633.0
Ella Enchanted,2004,English,USA,96.0,PG,http://www.imdb.com/title/tt0327679/?ref_=fn_tt_tt_1,Tommy O'Haver,6.3,47800,22913677.0
Concussion,2015,English,UK,123.0,PG-13,http://www.imdb.com/title/tt3322364/?ref_=fn_tt_tt_1,Peter Landesman,7.1,44788,34531832.0
Abduction,2011,English,USA,106.0,PG-13,http://www.imdb.com/title/tt1600195/?ref_=fn_tt_tt_1,John Singleton,5.0,65044,28064226.0
Valiant,2005,English,UK,76.0,G,http://www.imdb.com/title/tt0361089/?ref_=fn_tt_tt_1,Gary Chapman,5.6,15788,19447478.0
Wonder Boys,2000,English,USA,107.0,R,http://www.imdb.com/title/tt0185014/?ref_=fn_tt_tt_1,Curtis Hanson,7.4,54643,19389454.0
Superhero Movie,2008,English,USA,82.0,PG-13,http://www.imdb.com/title/tt0426592/?ref_=fn_tt_tt_1,Craig Mazin,4.5,52052,25871834.0
Broken City,2013,English,USA,109.0,R,http://www.imdb.com/title/tt1235522/?ref_=fn_tt_tt_1,Allen Hughes,6.2,63548,19692608.0
Cursed,2005,English,USA,99.0,PG-13,http://www.imdb.com/title/tt0257516/?ref_=fn_tt_tt_1,Wes Craven,5.0,26126,19294901.0
Premium Rush,2012,English,USA,91.0,PG-13,http://www.imdb.com/title/tt1547234/?ref_=fn_tt_tt_1,David Koepp,6.5,95274,20275446.0
Hot Pursuit,2015,English,USA,87.0,PG-13,http://www.imdb.com/title/tt2967224/?ref_=fn_tt_tt_1,Anne Fletcher,5.1,34948,34507079.0
The Four Feathers,2002,English,UK,125.0,PG-13,http://www.imdb.com/title/tt0240510/?ref_=fn_tt_tt_1,Shekhar Kapur,6.5,28130,18306166.0
Parker,2013,English,USA,118.0,R,http://www.imdb.com/title/tt1904996/?ref_=fn_tt_tt_1,Taylor Hackford,6.2,90046,17609982.0
Wimbledon,2004,English,UK,98.0,PG-13,http://www.imdb.com/title/tt0360201/?ref_=fn_tt_tt_1,Richard Loncraine,6.3,51842,16831505.0
Furry Vengeance,2010,English,USA,92.0,PG,http://www.imdb.com/title/tt0492389/?ref_=fn_tt_tt_1,Roger Kumble,3.8,12399,17596256.0
Bait,2012,English,Australia,93.0,R,http://www.imdb.com/title/tt1438173/?ref_=fn_tt_tt_1,Kimble Rendall,5.2,11482,
Krull,1983,English,UK,116.0,PG,http://www.imdb.com/title/tt0085811/?ref_=fn_tt_tt_1,Peter Yates,6.0,23351,
Lions for Lambs,2007,English,USA,92.0,R,http://www.imdb.com/title/tt0891527/?ref_=fn_tt_tt_1,Robert Redford,6.2,41170,14998070.0
Flight of the Intruder,1991,English,USA,115.0,PG-13,http://www.imdb.com/title/tt0099587/?ref_=fn_tt_tt_1,John Milius,5.7,4795,14587732.0
Walk Hard: The Dewey Cox Story,2007,English,USA,120.0,R,http://www.imdb.com/title/tt0841046/?ref_=fn_tt_tt_1,Jake Kasdan,6.7,55630,18317151.0
The Shipping News,2001,English,USA,111.0,R,http://www.imdb.com/title/tt0120824/?ref_=fn_tt_tt_1,Lasse Hallström,6.8,28542,11405825.0
American Outlaws,2001,English,USA,94.0,PG-13,http://www.imdb.com/title/tt0244000/?ref_=fn_tt_tt_1,Les Mayfield,6.0,12077,13264986.0
The Young Victoria,2009,English,UK,100.0,PG,http://www.imdb.com/title/tt0962736/?ref_=fn_tt_tt_1,Jean-Marc Vallée,7.3,44931,10991381.0
Whiteout,2009,English,USA,101.0,R,http://www.imdb.com/title/tt0365929/?ref_=fn_tt_tt_1,Dominic Sena,5.5,31918,10268846.0
The Tree of Life,2011,English,USA,139.0,PG-13,http://www.imdb.com/title/tt0478304/?ref_=fn_tt_tt_1,Terrence Malick,6.7,136367,13303319.0
Knock Off,1998,English,Aruba,91.0,R,http://www.imdb.com/title/tt0120724/?ref_=fn_tt_tt_1,Hark Tsui,4.8,11512,10076136.0
Sabotage,2014,English,USA,109.0,R,http://www.imdb.com/title/tt1742334/?ref_=fn_tt_tt_1,David Ayer,5.7,47498,10499968.0
The Order,2003,English,USA,102.0,R,http://www.imdb.com/title/tt0304711/?ref_=fn_tt_tt_1,Brian Helgeland,5.1,14962,7659747.0
Punisher: War Zone,2008,English,USA,103.0,R,http://www.imdb.com/title/tt0450314/?ref_=fn_tt_tt_1,Lexi Alexander,6.0,48999,7948159.0
Zoom,2006,English,USA,83.0,PG,http://www.imdb.com/title/tt0383060/?ref_=fn_tt_tt_1,Peter Hewitt,4.2,15015,11631245.0
The Walk,2015,English,USA,123.0,PG,http://www.imdb.com/title/tt3488710/?ref_=fn_tt_tt_1,Robert Zemeckis,7.4,77394,10137502.0
Warriors of Virtue,1997,English,USA,101.0,PG,http://www.imdb.com/title/tt0120479/?ref_=fn_tt_tt_1,Ronny Yu,4.6,2189,6448817.0
A Good Year,2006,English,USA,117.0,PG-13,http://www.imdb.com/title/tt0401445/?ref_=fn_tt_tt_1,Ridley Scott,6.9,70698,7458269.0
Radio Flyer,1992,English,USA,114.0,PG-13,http://www.imdb.com/title/tt0105211/?ref_=fn_tt_tt_1,Richard Donner,6.9,10410,4651977.0
"Blood In, Blood Out",1993,English,USA,330.0,R,http://www.imdb.com/title/tt0106469/?ref_=fn_tt_tt_1,Taylor Hackford,8.0,23181,4496583.0
Smilla's Sense of Snow,1997,English,Denmark,121.0,R,http://www.imdb.com/title/tt0120152/?ref_=fn_tt_tt_1,Bille August,6.4,11747,2221994.0
Femme Fatale,2002,English,France,114.0,R,http://www.imdb.com/title/tt0280665/?ref_=fn_tt_tt_1,Brian De Palma,6.3,28584,6592103.0
